"sample","median_delGcox","median_delGd","median_lambda"
"PAPI_ESI_neg_S6_De_Bay_20111108_20ppm_20120229_000001.corems",-138.037486356709,-2811.28047397596,0.0472702579477676
"PAPI_ESI_neg_S6_De_Bay_20111109_20ppm_20120229_000001.corems",-138.080872126994,-2766.4766488118,0.0479169553478616
"S19S_0001_Sed_Field_ICR.D_p2.corems",-144.378006785493,-2627.00743203568,0.0460679497548092
"S19S_0001_Sed_Field_ICR.M_p2.corems",-144.111706152657,-2600.05355229835,0.0473684491917231
"S19S_0001_Sed_Field_ICR.U_p2.corems",-145.206492945112,-2510.44590197002,0.0465803972382527
"S19S_0003_Sed_Field_ICR.D_p15.corems",-142.829064571905,-2624.98433552224,0.0474546497917357
"S19S_0003_Sed_Field_ICR.M_p15.corems",-147.650533458414,-2573.5766488118,0.0432188540472078
"S19S_0003_Sed_Field_ICR.U_p15.corems",-144.343830621484,-2570.64588377896,0.0473135145169049
"S19S_0004_Sed_Field_ICR.D_p15.corems",-148.059599292529,-2477.63049216702,0.0439504617650766
"S19S_0004_Sed_Field_ICR.M_p15.corems",-145.489214957007,-2654.76510055508,0.0440340382289253
"S19S_0004_Sed_Field_ICR.U_p15.corems",-146.62226019029,-2716.61508236402,0.0422056505771814
"S19S_0006_Sed_Field_ICR.D_p2.corems",-144.559813822878,-2308.11515512824,0.0531261627651014
"S19S_0006_Sed_Field_ICR.M_p2.corems",-145.196138453723,-2437.6766488118,0.0489777773732695
"S19S_0006_Sed_Field_ICR.U_p2.corems",-144.050754118201,-2462.60743203568,0.0499926887212407
"S19S_0007_Sed_Field_ICR.D_p15.corems",-148.63229146029,-2602.0766488118,0.0420348748140433
"S19S_0008_Sed_Field_ICR.D_p15.corems",-148.377761607952,-2624.98433552224,0.0420348748140433
"S19S_0008_Sed_Field_ICR.M_p15.corems",-146.634599292529,-2577.14586558791,0.044859676220923
"S19S_0008_Sed_Field_ICR.U_p15.corems",-148.703402167156,-2676.6612390088,0.040801345062845
"S19S_0009_Sed_Field_ICR.M_p2.corems",-145.497555384124,-2439.69974532524,0.0482983460263744
"S19S_0009_Sed_Field_ICR.U_p2.corems",-143.887612525887,-2581.1920586148,0.0471174871786815
"S19S_0010_Sed_Field_ICR_D_p15.corems",-145.196138453723,-2628.92664881179,0.0453823046721899
"S19S_0010_Sed_Field_ICR.M_p15.corems",-147.10511234626,-2630.84586558791,0.0436883556247607
"S19S_0010_Sed_Field_ICR.U_p15.corems",-144.441522789246,-2600.05355229835,0.0459602748618856
"S19S_0011_Sed_Field_ICR.D_p2.corems",-142.014515299495,-2397.72280545657,0.0528402628469708
"S19S_0011_Sed_Field_ICR.M_p2.corems",-143.287164561186,-2418.81515512824,0.0512416438389718
"S19S_0011_Sed_Field_ICR.U_p2.corems",-142.905369782679,-2524.45741384463,0.049946036303789
"S19S_0012_Sed_Field_ICR.D_p2.corems",-143.086219940919,-2585.03049216702,0.0480161159724944
"S19S_0012_Sed_Field_ICR.M_p2.corems",-141.301831712948,-2474.53825164168,0.0512416438389718
"S19S_0012_Sed_Field_ICR.U_p2.corems",-142.909856728947,-2489.56131177302,0.0498993838863372
"S19S_0013_Sed_Field_ICR.D_p2.corems",-141.524160831549,-2325.16131177302,0.0546028649741627
"S19S_0013_Sed_Field_ICR.M_p2.corems",-143.198446285962,-2352.9189802924,0.0527176881418085
"S19S_0013_Sed_Field_ICR.U_p2.corems",-142.332677614918,-2348.06899848346,0.0535779745435212
"S19S_0014_Sed_Field_ICR.D_p2.corems",-142.993476270027,-2346.04590197002,0.0528402628469708
"S19S_0014_Sed_Field_ICR.M_p2.corems",-142.05306195044,-2370.97668519391,0.0532227628545272
"S19S_0014_Sed_Field_ICR.U_p2.corems",-141.666567337962,-2332.9420586148,0.0552271378941386
"S19S_0015_Sed_Field_ICR.D_p2.corems",-144.559813822878,-2346.04590197002,0.0522865562766539
"S19S_0015_Sed_Field_ICR.M_p2.corems",-145.489214957007,-2484.50357048941,0.0478667499664713
"S19S_0015_Sed_Field_ICR.U_p2.corems",-143.287164561186,-2460.58433552224,0.0504824310844324
"S19S_0016_Sed_Field_ICR.D_p2.corems",-145.577933232231,-2640.00739565358,0.04416204595457
"S19S_0016_Sed_Field_ICR.M_p2.corems",-143.053541934634,-2370.97668519391,0.0520471626077052
"S19S_0016_Sed_Field_ICR.U_p1.corems",-146.182437667361,-2507.41125719985,0.0459131416497877
"S19S_0017_Sed_Field_ICR.D_p2.corems",-143.110333295351,-2508.42280545657,0.0498993838863373
"S19S_0017_Sed_Field_ICR.M_p2.corems",-143.83258567334,-2556.26127539091,0.0480164587772161
"S19S_0017_Sed_Field_ICR.U_p2.corems",-143.36890785241,-2460.58433552224,0.0505646556908416
"S19S_0018_Sed_Field_ICR.D_p2.corems",-145.577933232231,-2414.76896210135,0.0480164587772161
"S19S_0018_Sed_Field_ICR.M_p2.corems",-145.202548376964,-2514.28433552224,0.0465803972382527
"S19S_0018_Sed_Field_ICR.U_p2.corems",-146.341522789246,-2439.69974532524,0.0473684491917231
"S19S_0019_Sed_Field_ICR.D_p2.corems",-145.196138453723,-2422.65358868046,0.0489777773732694
"S19S_0019_Sed_Field_ICR.M_p2.corems",-143.844565642285,-2441.72284183868,0.0503993612617942
"S19S_0019_Sed_Field_ICR.U_p2.corems",-144.755606016984,-2439.69974532524,0.0494262758616511
"S19S_0020_Sed_Field_ICR.D_p2.corems",-142.164238742047,-2577.14586558791,0.0490286350308186
"S19S_0020_Sed_Field_ICR.M_p2.corems",-141.537947290669,-2454.72280545657,0.0524289002190464
"S19S_0020_Sed_Field_ICR.U_p2.corems",-143.920067155688,-2444.54972713418,0.0500916280853533
"S19S_0021_Sed_Field_ICR.D_p2.corems",-142.905369782679,-2376.83821525957,0.0528048038701466
"S19S_0021_Sed_Field_ICR.M_p2.corems",-143.287164561186,-2462.60743203568,0.0500583927039523
"S19S_0021_Sed_Field_ICR.U_p2.corems",-141.880552219317,-2439.69974532524,0.0520159564513039
"S19S_0022_Sed_Field_ICR.D_p2.corems",-142.42352819755,-2602.0766488118,0.0482909342864897
"S19S_0022_Sed_Field_ICR.M_p2.corems",-141.551733749789,-2602.0766488118,0.0490022047597235
"S19S_0022_Sed_Field_ICR.U_p2.corems",-141.880552219317,-2629.03052854913,0.0480164587772161
"S19S_0023_Sed_Field_ICR.D_p2.corems",-146.43295084093,-2477.63049216702,0.0463754418500072
"S19S_0023_Sed_Field_ICR.M_p2.corems",-145.196138453723,-2474.06127539091,0.0480161159724944
"S19S_0023_Sed_Field_ICR.U_p2.corems",-146.182437667361,-2457.6535704894,0.0478667499664713
"S19S_0024_Sed_Field_ICR.D_p15.corems",-148.059599292529,-2554.23817887746,0.0441491782143966
"S19S_0024_Sed_Field_ICR.M_p2.corems",-146.341522789246,-2315.25358868046,0.0502743808432079
"S19S_0024_Sed_Field_ICR.U_p15.corems",-148.703402167156,-2461.59588377896,0.0439504617650766
"S19S_0025_Sed_Field_ICR.D_p2.corems",-145.577933232231,-2462.60743203568,0.0478201766568407
"S19S_0025_Sed_Field_ICR.M_p1.corems",-145.198830621484,-2530.3189439103,0.0465803972382527
"S19S_0025_Sed_Field_ICR.U_p2.corems",-145.204056594197,-2485.51511874613,0.0473684491917231
"S19S_0026_Sed_Field_ICR.M_p2.corems",-142.741743449033,-2562.12280545657,0.0490286350308186
"S19S_0026_Sed_Field_ICR.U_p2.corems",-143.287164561186,-2485.51511874613,0.0501101935048147
"S19S_0027_Sed_Field_ICR.D_p2.corems",-144.703997802977,-2529.30739565358,0.0478667499664712
"S19S_0027_Sed_Field_ICR.M_p2.corems",-144.378006785493,-2514.28433552224,0.0480164587772161
"S19S_0027_Sed_Field_ICR.U_p2.corems",-145.654969831335,-2491.3766488118,0.0466762277270855
"S19S_0028_Sed_Field_ICR.D_p2.corems",-146.387236815088,-2579.16896210135,0.0445049127515941
"S19S_0028_Sed_Field_ICR.M_p1.corems",-148.328813559425,-2485.51511874613,0.0439231240425142
"S19S_0028_Sed_Field_ICR.U_p1.corems",-147.10511234626,-2422.65358868046,0.045810893975902
"S19S_0029_Sed_Field_ICR.D_p2.corems",-144.050754118201,-2440.71129358196,0.0501766642676169
"S19S_0029_Sed_Field_ICR.M_p2.corems",-144.050754118201,-2393.88437190435,0.0509360287544189
"S19S_0029_Sed_Field_ICR.U_p2.corems",-144.68975350664,-2480.56125719985,0.0482983460263744
"S19S_0030_Sed_Field_ICR.M_p15.corems",-148.261869978624,-2630.84586558791,0.0415096634217791
"S19S_0030_Sed_Field_ICR.U_p2.corems",-144.859260707981,-2562.12280545657,0.0462958765942322
"S19S_0031_Sed_Field_ICR.D_p2.corems",-145.196138453723,-2555.24972713419,0.0473526354019197
"S19S_0031_Sed_Field_ICR.M_p2.corems",-144.766256772998,-2602.0766488118,0.0462958765942322
"S19S_0031_Sed_Field_ICR.U_p2.corems",-144.72980190998,-2601.06510055508,0.0460303872167035
"S19S_0032_Sed_Field_ICR.D_p2.corems",-144.636907124768,-2395.90746841779,0.0500065919030898
"S19S_0032_Sed_Field_ICR.M_p2.corems",-144.075369362885,-2527.38817887747,0.0483315357854549
"S19S_0032_Sed_Field_ICR.U_p2.corems",-143.770016717156,-2512.46899848346,0.0486973807943786
"S19S_0033_Sed_Field_ICR.D_p15.corems",-147.868934705049,-2607.93817887746,0.0424589130631169
"S19S_0033_Sed_Field_ICR.M_p15.corems",-145.684599292529,-2657.79974532524,0.0441770403466353
"S19S_0033_Sed_Field_ICR.U_p15.corems",-146.627868873126,-2571.28433552224,0.0438482551464951
"S19S_0034_Sed_Field_ICR.D_p2.corems",-142.993476270027,-2464.63052854913,0.0503993612617942
"S19S_0034_Sed_Field_ICR.M_p2.corems",-146.703223105726,-2460.58433552224,0.0459602748618856
"S19S_0034_Sed_Field_ICR.U_p2.corems",-144.528456557703,-2460.58433552224,0.0497386889020035
"S19S_0035_Sed_Field_ICR.D_p2.corems",-145.755369782679,-2414.76896210135,0.0493929760539518
"S19S_0035_Sed_Field_ICR.M_p1.corems",-143.02086392835,-2745.59205861479,0.0451404175763312
"S19S_0035_Sed_Field_ICR.U_p2.corems",-143.83258567334,-2487.53821525957,0.0496469980553587
"S19S_0036_Sed_Field_ICR.D_p1.corems",-145.928829711932,-2311.95358868046,0.0500065919030898
"S19S_0036_Sed_Field_ICR.M_p2.corems",-146.014270121954,-2480.56125719985,0.047340981854314
"S19S_0036_Sed_Field_ICR.U_p2.corems",-145.716767697142,-2474.06127539091,0.0480161159724944
"S19S_0037_Sed_Field_ICR.D_p15.corems",-147.10511234626,-2468.46896210135,0.0449441129156594
"S19S_0037_Sed_Field_ICR.M_p15.corems",-149.429080563262,-2585.03049216702,0.0416627241479679
"S19S_0037_Sed_Field_ICR.U_p2.corems",-144.885454382081,-2441.72284183868,0.0483686498517005
"S19S_0038_Sed_Field_ICR.D_p2.corems",-144.343830621484,-2485.51511874613,0.0490106312746412
"S19S_0038_Sed_Field_ICR.M_p2.corems",-145.196138453723,-2485.51511874613,0.0482983460263744
"S19S_0038_Sed_Field_ICR.U_p15.corems",-143.61280512039,-2617.09970894313,0.0473368216121162
"S19S_0039_Sed_Field_ICR.D_p2.corems",-143.76440803432,-2370.97668519391,0.0523428959721757
"S19S_0039_Sed_Field_ICR.M_p1.corems",-143.634250723466,-2510.44590197002,0.0493929760539518
"S19S_0039_Sed_Field_ICR.U_p2.corems",-143.897967017276,-2432.18821525957,0.050295336141182
"S19S_0040_Sed_Field_ICR.M_p15.corems",-145.716767697142,-2516.30743203568,0.0463754418500072
"S19S_0040_Sed_Field_ICR.U_p2.corems",-143.708011424262,-2395.90746841779,0.050801362503018
"S19S_0041_Sed_Field_ICR.D_p2.corems",-144.378006785493,-2581.1920586148,0.0465685567170851
"S19S_0041_Sed_Field_ICR.M_p2.corems",-146.117830257663,-2577.14586558791,0.0445551193405829
"S19S_0041_Sed_Field_ICR.U_p2.corems",-144.130753663425,-2558.28437190435,0.0478201766568407
"S19S_0042_Sed_Field_ICR.D_p2.corems",-142.346138453723,-2487.53821525957,0.050801362503018
"S19S_0042_Sed_Field_ICR.M_p2.corems",-143.287164561186,-2439.69974532524,0.0508167418513532
"S19S_0042_Sed_Field_ICR.U_p2.corems",-142.332677614918,-2454.72280545657,0.0520159564513039
"S19S_0043_Sed_Field_ICR.D_p2.corems",-141.682233451198,-2302.25362506257,0.0553561723331654
"S19S_0043_Sed_Field_ICR.M_p2.corems",-143.394721523323,-2416.7920586148,0.0517055041202322
"S19S_0043_Sed_Field_ICR.U_p2.corems",-141.363234181087,-2422.65358868046,0.0528402628469708
"S19S_0044_Sed_Field_ICR.D_p2.corems",-143.897967017276,-2577.14586558791,0.0478908313077706
"S19S_0044_Sed_Field_ICR.M_p15.corems",-140.605627219097,-2693.70739565358,0.0480164587772161
"S19S_0044_Sed_Field_ICR.U_p2.corems",-142.014515299495,-2554.23817887746,0.0493974546930087
"S19S_0045_Sed_Field_ICR.D_p1.corems",-143.287164561186,-2392.87282364763,0.0521472115927483
"S19S_0045_Sed.Field_ICR.M_p2.corems",-140.028726464198,-2310.13825164168,0.0541739663895297
"S19S_0045_Sed.Field_ICR.U_p2.corems",-145.196138453723,-2416.7920586148,0.0493321009692302
"S19S_0046_Sed_Field_ICR.D_p1.corems",-147.10511234626,-2397.72280545657,0.0462791349677481
"S19S_0046_Sed_Field_ICR.M_p1.corems",-147.5892633877,-2340.45358868047,0.0479149126490699
"S19S_0046_Sed_Field_ICR.U_p1.corems",-147.10511234626,-2414.76896210135,0.046014110674189
"S19S_0047_Sed_Field_ICR.D_p15.corems",-142.014515299495,-2579.16896210135,0.0490106312746412
"S19S_0047_Sed_Field_ICR.M_p15.corems",-145.832463084569,-2531.33049216702,0.0455086698658047
"S19S_0047_Sed_Field_ICR.U_p15.corems",-147.10511234626,-2555.24972713419,0.0448861678422773
"S19S_0049_Sed_Field_ICR.D_p2.corems",-146.421945431316,-2323.13821525957,0.0488094747637457
"S19S_0049_Sed_Field_ICR.M_p2.corems",-146.066848835813,-2391.86127539091,0.0498993838863373
"S19S_0049_Sed_Field_ICR.U_p2.corems",-145.204056594197,-2364.10360687151,0.0500916280853533
"S19S_0050_Sed_Field_ICR.D_p15.corems",-143.134446649783,-2630.84586558791,0.047292951635978
"S19S_0050_Sed_Field_ICR.M_p15.corems",-143.287164561186,-2629.93819706852,0.046393699564094
"S19S_0050_Sed_Field_ICR.U_p15.corems",-139.469216776112,-2718.63817887746,0.0473368216121162
"S19S_0051_Sed_Field_ICR.D_p15.corems",-141.688874740291,-2624.98433552224,0.0480161159724944
"S19S_0051_Sed_Field_ICR.M_p15.corems",-143.287164561186,-2624.98433552224,0.0476768002499133
"S19S_0051_Sed_Field_ICR.U_p15.corems",-142.186690462704,-2586.04204042374,0.0490022047597235
"S19S_0052_Sed_Field_ICR.D_p2.corems",-144.755606016984,-2366.93049216702,0.0515437594183863
"S19S_0052_Sed_Field_ICR.M_p2.corems",-145.201522789246,-2391.86127539091,0.0484956478533961
"S19S_0052_Sed_Field_ICR.U_p2.corems",-144.378006785493,-2445.56127539091,0.0497386889020035
"S19S_0053_Sed_Field_ICR.D_p2.corems",-142.905369782679,-2401.76899848346,0.0523428959721757
"S19S_0053_Sed_Field_ICR.M_p2.corems",-142.068831034917,-2462.60743203568,0.0515437594183863
"S19S_0053_Sed_Field_ICR.U_p2.corems",-141.461189533542,-2488.54976351629,0.0508349809137536
"S19S_0054_Sed_Field_ICR.D_p2.corems",-143.634250723466,-2462.60743203568,0.0503162914391561
"S19S_0054_Sed_Field_ICR.M_p2.corems",-143.76440803432,-2416.7920586148,0.0508087997372154
"S19S_0054_Sed_Field_ICR.U_p2.corems",-142.909856728947,-2324.1497635163,0.0539555026801845
"S19S_0055_Sed_Field_ICR.D_p2.corems",-145.928829711932,-2346.04590197002,0.0503162914391561
"S19S_0055_Sed_Field_ICR.M_p2.corems",-145.196138453723,-2391.86127539091,0.0502743808432079
"S19S_0055_Sed_Field_ICR.U_p2.corems",-145.832463084569,-2437.6766488118,0.0471657079453461
"S19S_0056_Sed_Field_ICR.D_p2.corems",-142.05306195044,-2298.20743203568,0.0552271378941386
"S19S_0056_Sed_Field_ICR.M_p2.corems",-142.993476270027,-2468.46896210135,0.0503162914391561
"S19S_0056_Sed_Field_ICR.U_p2.corems",-143.287164561186,-2470.4920586148,0.0503162914391561
"S19S_0057_Sed_Field_ICR.D_p2.corems",-142.014515299495,-2441.72284183868,0.0520159564513039
"S19S_0057_Sed_Field_ICR.M_p2.corems",-141.880552219317,-2439.69974532524,0.0523428959721757
"S19S_0057_Sed_Field_ICR.U_p2.corems",-143.511749725014,-2416.7920586148,0.0522865562766539
"S19S_0058_Sed_Field_ICR.D_p2.corems",-143.367817538663,-2254.41515512824,0.0549987526022015
"S19S_0058_Sed_Field_ICR.U_p2.corems",-143.634250723466,-2325.16131177302,0.0527176881418085
"S19S_0059_Sed_Field_ICR.D_p15.corems",-146.703223105726,-2554.23817887746,0.044859676220923
"S19S_0059_Sed_Field_ICR.M_p15.corems",-144.796687504469,-2624.98433552224,0.045810893975902
"S19S_0059_Sed_Field_ICR.U_p15.corems",-146.341522789246,-2670.79970894313,0.0446757254270114
"S19S_0060_Sed_Field_ICR.D_p2.corems",-145.204056594197,-2416.7920586148,0.0492712258845087
"S19S_0060_Sed_Field_ICR.M_p2.corems",-145.968701903275,-2617.09970894313,0.0449030683709465
"S19S_0060_Sed_Field_ICR.U_p2.corems",-145.196138453723,-2516.30743203568,0.0478201766568407
"S19S_0061_Sed_Field_ICR.D_p2.corems",-141.768959339694,-2391.86127539091,0.0532227628545272
"S19S_0061_Sed_Field_ICR.M_p2.corems",-141.866651507455,-2348.06899848346,0.0538117018156313
"S19S_0061_Sed_Field_ICR.U_p15.corems",-146.572802318533,-2358.51129358196,0.0499926887212407
"S19S_0062_Sed_Field_ICR.D_p15.corems",-143.634250723466,-2738.45362506257,0.0451562287096275
"S19S_0062_Sed_Field_ICR.M_p15.corems",-144.291887662522,-2556.26127539091,0.0478201766568407
"S19S_0062_Sed_Field_ICR.U_p15.corems",-143.488175418324,-2642.93816068641,0.0470297019407553
"S19S_0063_Sed_Field_ICR.D_p15.corems",-147.52508184561,-2647.89202223269,0.0419994743705003
"S19S_0063_Sed_Field_ICR.M_p2.corems",-144.559813822878,-2535.37668519391,0.0479149126490699
"S19S_0063_Sed_Field_ICR.U_p2.corems",-145.716767697142,-2496.96896210135,0.0466285944641936
"S19S_0064_Sed_Field_ICR.D_p2.corems",-144.050754118201,-2363.09205861479,0.052015956451304
"S19S_0064_Sed_Field_ICR.M_p2.corems",-143.269216776112,-2416.7920586148,0.0508087997372154
"S19S_0064_Sed_Field_ICR.U_p15.corems",-145.196138453723,-2653.75355229835,0.0449126594636316
"S19S_0065_Sed_Field_ICR.D_p2.corems",-143.086219940919,-2391.86127539091,0.0527176881418085
"S19S_0065_Sed_Field_ICR.M_p2.corems",-144.445335729466,-2401.66511874613,0.0504824310844324
"S19S_0065_Sed_Field_ICR.U_p2.corems",-144.796541697305,-2414.76896210135,0.0502743808432079
"S19S_0066_Sed_Field_ICR.D_p2.corems",-143.394721523323,-2512.46899848346,0.0496616081328109
"S19S_0066_Sed_Field_ICR.M_p2.corems",-143.76440803432,-2351.90743203568,0.0524289002190464
"S19S_0066_Sed_Field_ICR.U_p2.corems",-142.718959339694,-2439.69974532524,0.0515901381838329
"S19S_0067_Sed_Field_ICR.D_p2.corems",-142.905369782679,-2368.95358868046,0.0532227628545272
"S19S_0067_Sed_Field_ICR.M_p2.corems",-142.523575004171,-2374.81511874613,0.0528048038701466
"S19S_0067_Sed_Field_ICR.U_p2.corems",-145.196138453723,-2309.3920586148,0.0522865562766539
"S19S_0068_Sed_Field_ICR.M_p2.corems",-144.167117093072,-2577.14586558791,0.0473684491917231
"S19S_0068_Sed_Field_ICR.U_p2.corems",-144.731641815951,-2489.45743203569,0.0481536965318529
"S19S_0069_Sed_Field_ICR.D_p2.corems",-144.050754118201,-2617.09970894313,0.0466767916901345
"S19S_0069_Sed_Field_ICR.M_p2.corems",-143.928474687886,-2579.16896210135,0.047748488453377
"S19S_0069_Sed_Field_ICR.U_p2.corems",-144.559813822878,-2600.05355229835,0.0466767916901345
"S19S_0070_Sed_Field_ICR.D_p2.corems",-143.83258567334,-2581.1920586148,0.0476768002499133
"S19S_0070_Sed_Field_ICR.M_p2.corems",-143.453162290972,-2607.03051035807,0.0478667499664713
"S19S_0070_Sed_Field_ICR.U_p2.corems",-143.61280512039,-2627.00743203568,0.0471657079453461
"S19S_0071_Sed_Field_ICR.D_p2.corems",-144.703997802977,-2531.33049216702,0.0479662829783808
"S19S_0071_Sed_Field_ICR.M_p2.corems",-144.050754118201,-2464.63052854913,0.0490106312746413
"S19S_0071_Sed_Field_ICR.U_p2.corems",-145.196138453723,-2491.3766488118,0.047843463311656
"S19S_0072_Sed_Field_ICR.D_p2.corems",-142.993476270027,-2462.60743203568,0.050523543387637
"S19S_0072_Sed_Field_ICR.M_p2.corems",-144.050754118201,-2460.58433552224,0.0499926887212407
"S19S_0072_Sed_Field_ICR.U_p2.corems",-142.665796417902,-2441.72284183868,0.0515437594183863
"S19S_0073_Sed_Field_ICR.D_p2.corems",-141.650901224726,-2393.88437190435,0.0527176881418085
"S19S_0073_Sed_Field_ICR.M_p2.corems",-140.900947195515,-2418.81515512824,0.0527176881418085
"S19S_0073_Sed_Field_ICR.U_p2.corems",-142.014515299495,-2363.09205861479,0.0533398525520296
"S19S_0074_Sed_Field_ICR.D_p2.corems",-146.517735763941,-2468.46896210135,0.0461432040796185
"S19S_0074_Sed_Field_ICR.M_p2.corems",-145.716767697142,-2496.96896210135,0.0465803972382527
"S19S_0074_Sed_Field_ICR.U_p2.corems",-145.497555384124,-2535.37668519391,0.0460679464864924
"S19S_0075_Sed_Field_ICR.D_p2.corems",-145.445135048402,-2558.28437190435,0.0456554799826449
"S19S_0075_Sed_Field_ICR.M_p2.corems",-145.577933232231,-2562.12280545657,0.0459131416497877
"S19S_0075_Sed_Field_ICR.U_p2.corems",-144.796395890142,-2441.72284183868,0.0490106312746413
"S19S_0076_Sed_Field_ICR.D_p2.corems",-145.196138453723,-2414.76896210135,0.0493929760539518
"S19S_0076_Sed_Field_ICR.M_p1.corems",-145.577933232231,-2397.72280545657,0.0483315357854548
"S19S_0076_Sed_Field_ICR.U_p1.corems",-144.796687504469,-2519.87664881179,0.0479662829783808
"S19S_0077_Sed_Field_ICR.D_p2.corems",-146.341522789246,-2531.33049216702,0.0454705145541385
"S19S_0077_Sed_Field_ICR.M_p2.corems",-145.497555384124,-2487.53821525957,0.0471657079453461
"S19S_0077_Sed_Field_ICR.U_p2.corems",-145.202548376964,-2511.45745022674,0.0479405978137254
"S19S_0078_Sed_Field_ICR.D_p2.corems",-144.167117093072,-2600.05355229835,0.0473368216121162
"S19S_0078_Sed_Field_ICR.M_p2.corems",-144.485881926858,-2418.81515512824,0.0500065919030898
"S19S_0078_Sed_Field_ICR.U_p2.corems",-143.453162290972,-2535.37668519391,0.0486973807943786
"S19S_0079_Sed_Field_ICR.D_p2.corems",-147.10511234626,-2391.86127539091,0.0466945896392243
"S19S_0079_Sed_Field_ICR.M_p2.corems",-145.832463084569,-2416.7920586148,0.0481574024017953
"S19S_0079_Sed_Field_ICR.U_p2.corems",-146.589718225146,-2461.59588377896,0.045810893975902
"S19S_0080_Sed_Field_ICR.D_p2.corems",-143.179435226986,-2535.37668519391,0.0494504991591893
"S19S_0080_Sed_Field_ICR.M_p2.corems",-144.193166934592,-2395.90746841779,0.050523543387637
"S19S_0080_Sed_Field_ICR.U_p2.corems",-144.050754118201,-2414.76896210135,0.0504824310844324
"S19S_0081_Sed_Field_ICR.M_p2.corems",-144.497099292529,-2483.49202223269,0.0492712258845086
"S19S_0081_Sed_Field_ICR.U_p2.corems",-145.755369782679,-2395.90746841779,0.0482909342864897
"S19S_0082_Sed_Field_ICR.D_p2.corems",-141.966331985813,-2323.13821525957,0.0555256229404739
"S19S_0082_Sed_Field_ICR.M_p2.corems",-142.014515299495,-2285.20746841779,0.0562775760331757
"S19S_0082_Sed_Field_ICR.U_p2.corems",-143.511749725014,-2277.32284183868,0.0544562569718236
"S19S_0083_Sed_Field_ICR.D_p2.corems",-144.288551491675,-2418.81515512824,0.050801362503018
"S19S_0083_Sed_Field_ICR.M_p2.corems",-143.287164561186,-2254.41515512824,0.0553561723331654
"S19S_0083_Sed_Field_ICR.U_p2.corems",-143.511749725014,-2325.16131177302,0.0529869209567178
"S19S_0084_Sed_Field_ICR.D_p2.corems",-142.909856728947,-2594.19202223269,0.0480164587772161
"S19S_0084_Sed_Field_ICR.M_p2.corems",-142.332677614918,-2487.53821525957,0.0501766642676169
"S19S_0084_Sed_Field_ICR.U_p2.corems",-142.014515299495,-2614.54204042374,0.0480164587772161
"S19S_0085_Sed_Field_ICR.D_p15.corems",-146.668911199128,-2508.42280545657,0.0454705145541385
"S19S_0085_Sed_Field_ICR.M_p15.corems",-146.758026183981,-2699.56892571924,0.0420868063234938
"S19S_0085_Sed_Field_ICR.U_p15.corems",-148.63229146029,-2624.98433552224,0.0416627241479679
"S19S_0086_Sed_Field_ICR.D_p2.corems",-145.577933232231,-2418.81515512824,0.0484956478533961
"S19S_0086_Sed_Field_ICR.M_p2.corems",-144.050754118201,-2439.69974532524,0.0501766642676169
"S19S_0086_Sed_Field_ICR.U_p2.corems",-143.086219940919,-2357.76896210135,0.0528402628469708
"S19S_0087_Sed_Field_ICR.D_p15.corems",-146.014270121954,-2949.73814249536,0.0406227067597142
"S19S_0087_Sed_Field_ICR.M_p15.corems",-146.73229146029,-2514.28433552224,0.0444547061626054
"S19S_0087_Sed_Field_ICR.U_p15.corems",-147.10511234626,-2577.14586558791,0.0440340382289253
"S19S_0089_Sed_Field_ICR.D_p2.corems",-146.863676159633,-2382.3266488118,0.0479149126490699
"S19S_0089_Sed_Field_ICR.M_p2.corems",-145.975951392611,-2392.87282364763,0.0497249338046559
"S19S_0089_Sed_Field_ICR.U_p2.corems",-145.716767697142,-2380.6766488118,0.0500065919030898
"S19S_0090_Sed_Field_ICR.D_p2.corems",-141.551733749789,-2408.26898029241,0.0528402628469708
"S19S_0090_Sed_Field_ICR.M_p2.corems",-141.514545946688,-2445.56127539091,0.0522168839347011
"S19S_0090_Sed_Field_ICR.U_p2.corems",-141.231346523069,-2506.39970894313,0.0512416438389718
"S19S_0091_Sed_Field_ICR.D_p2.corems",-146.441121427117,-2697.75358868046,0.0425443651028395
"S19S_0091_Sed_Field_ICR.M_p2.corems",-146.437036134024,-2694.7189439103,0.0425057312649573
"S19S_0091_Sed_Field_ICR.U_p2.corems",-146.206771690949,-2655.77664881179,0.0439504617650766
"S19S_0092_Sed_Field_ICR.D_p2.corems",-144.675509210304,-2308.11515512824,0.0523428959721757
"S19S_0092_Sed_Field_ICR.M_p1.corems",-145.196138453723,-2275.29974532524,0.0528402628469708
"S19S_0092_Sed_Field_ICR.U_p2.corems",-143.134446649783,-2160.76131177302,0.0583390051378628
"S19S_0093_Sed_Field_ICR.D_p15.corems",-139.854893554702,-2602.0766488118,0.0494575758136404
"S19S_0093_Sed_Field_ICR.M_p15.corems",-142.896395890142,-2693.70739565358,0.0466767916901345
"S19S_0093_Sed_Field_ICR.U_p15.corems",-143.975719013235,-2557.27282364763,0.0479662829783808
"S19S_0094_Sed_Field_ICR.D_p15.corems",-145.196138453723,-2787.3612390088,0.0422056505771814
"S19S_0094_Sed_Field_ICR.M_p15.corems",-145.636670890463,-2794.23431733119,0.0420348748140433
"S19S_0094_Sed_Field_ICR.U_p15.corems",-144.128190037015,-2856.08429914013,0.0427534859059925
