"sample","median_delGcox","median_delGd","median_lambda"
"ManyFiles_MGC1903177_FTMS_Lakes_FJ_Italy_07_016_01_22983.corems",-142.18905380172,-2554.23817887746,0.0501766642676169
"ManyFiles_MGC1903178_FTMS_Lakes_FJ_Italy_08_124_01_22863.corems",-145.445135048402,-2628.9266488118,0.0454895922099716
"ManyFiles_MGC1903178_FTMS_Lakes_FJ_Italy_08_124_01_22873.corems",-145.445135048402,-2602.0766488118,0.0456538777868628
"ManyFiles_MGC1903179_FTMS_Lakes_FJ_Croatia_01_118_01_22619.corems",-144.050754118201,-2508.42280545657,0.0498993838863373
"ManyFiles_MGC1903180_FTMS_Lakes_FJ_Croatia_02_020_01_22981.corems",-146.256679505133,-2833.17661242969,0.0406417508236742
"ManyFiles_MGC1903180_FTMS_Lakes_FJ_Croatia_02_020_01_22991.corems",-146.341522789246,-2835.19970894313,0.0406227067597142
"ManyFiles_MGC1903180_FTMS_Lakes_FJ_Croatia_02_112_01_23184.corems",-146.119835498499,-2829.23429914013,0.0409681150090654
"ManyFiles_MGC1903180_FTMS_Lakes_FJ_Croatia_02_112_01_23198.corems",-146.014270121954,-2833.17661242969,0.0408241494157947
"ManyFiles_MGC1903181_FTMS_Lakes_FJ_Croatia_03_013_01_22886.corems",-145.716767697142,-2847.56122081774,0.0419426549056308
"ManyFiles_MGC1903181_FTMS_Lakes_FJ_Croatia_03_106_01_23157.corems",-145.302192558864,-2881.01508236402,0.0420348748140433
"ManyFiles_MGC1903183_FTMS_Lakes_FJ_Slovenia_01_012_01_22884.corems",-146.150625399992,-2741.54586558791,0.0424589130631169
"ManyFiles_MGC1903183_FTMS_Lakes_FJ_Slovenia_01_012_01_22896.corems",-146.014270121954,-2739.52276907447,0.0432188540472078
"ManyFiles_MGC1903184_FTMS_Lakes_FJ_Austria_01_120_01_22845.corems",-146.62226019029,-2715.6035341073,0.0424589130631169
"ManyFiles_MGC1903184_FTMS_Lakes_FJ_Austria_01_120_01_22855.corems",-146.578498858664,-2724.49970894313,0.0422722102775767
"ManyFiles_MGC1903185_FTMS_Lakes_FJ_Austria_02_122_01_22859.corems",-146.014270121954,-2739.52276907447,0.0435536363856396
"ManyFiles_MGC1903185_FTMS_Lakes_FJ_Austria_02_122_01_22869.corems",-146.014270121954,-2718.63817887746,0.0435842754088794
"ManyFiles_MGC1903186_FTMS_Lakes_FJ_Austria_03_002_01_22913.corems",-145.196138453723,-2764.45355229835,0.0438957863199517
"ManyFiles_MGC1903186_FTMS_Lakes_FJ_Austria_03_002_01_22921.corems",-145.497555384124,-2762.43045578491,0.0432188540472078
"ManyFiles_MGC1903187_FTMS_Lakes_FJ_Austria_04_113_01_22687.corems",-145.196138453723,-2741.54586558791,0.0439504617650766
"ManyFiles_MGC1903187_FTMS_Lakes_FJ_Austria_04_113_01_22718.corems",-144.967061586619,-2764.45355229835,0.0438608790511477
"ManyFiles_MGC1903188_FTMS_Lakes_FJ_Austria_05_021_01_22993.corems",-145.18905380172,-2695.73049216702,0.0443537399260337
"ManyFiles_MGC1903188_FTMS_Lakes_FJ_Austria_05_021_01_23003.corems",-144.449148669687,-2741.54586558791,0.0445551193405829
"ManyFiles_MGC1903189_FTMS_Lakes_FJ_Austria_06_121_01_22857.corems",-145.196138453723,-2878.99198585058,0.0414841516754169
"ManyFiles_MGC1903189_FTMS_Lakes_FJ_Austria_06_121_01_22867.corems",-144.923427897647,-2903.92276907447,0.0416376992967652
"ManyFiles_MGC1903190_FTMS_Lakes_FJ_Austria_07_103_01_22680.corems",-145.09291147853,-2858.10739565358,0.0420491257310088
"ManyFiles_MGC1903191_FTMS_Lakes_FJ_Germany_01_123_01_22861.corems",-146.150625399992,-2716.61508236402,0.0433422320818193
"ManyFiles_MGC1903191_FTMS_Lakes_FJ_Germany_01_123_01_22871.corems",-146.014270121954,-2715.6035341073,0.0436242505414877
"ManyFiles_MGC1903193_FTMS_Lakes_FJ_Germany_03_119_01_22843.corems",-140.534601566411,-2323.13821525957,0.0562775760331757
"ManyFiles_MGC1903193_FTMS_Lakes_FJ_Germany_03_119_01_22853.corems",-140.605627219097,-2323.13821525957,0.0561110992755491
"ManyFiles_MGC1903194_FTMS_Lakes_FJ_Germany_04_009_01_22742.corems",-140.816727759079,-2368.95358868046,0.0553561723331654
"ManyFiles_MGC1903194_FTMS_Lakes_FJ_Germany_04_021_01_22744.corems",-140.587330056026,-2833.17661242969,0.0460679497548092
"ManyFiles_MGC1903195_FTMS_Lakes_FJ_Germany_05_015_01_22890.corems",-141.105480112572,-2376.83821525957,0.0549458981555111
"ManyFiles_MGC1903195_FTMS_Lakes_FJ_Germany_05_015_01_22898.corems",-141.551733749789,-2407.63052854913,0.0535779745435212
"ManyFiles_MGC1903196_FTMS_Lakes_FJ_Germany_06_104_01_22686.corems",-140.776908447754,-2414.76896210135,0.0546275311523862
"ManyFiles_MGC1903196_FTMS_Lakes_FJ_Germany_06_104_01_22717.corems",-140.780459594941,-2401.76899848346,0.0546857148005529
"ManyFiles_MGC1903196_FTMS_Lakes_FJ_Germany_06_107_01_23159.corems",-140.889729829844,-2416.7920586148,0.0542735040959148
"ManyFiles_MGC1903196_FTMS_Lakes_FJ_Germany_06_107_01_23173.corems",-140.674884497714,-2416.7920586148,0.0544562569718236
"ManyFiles_MGC1903197_FTMS_Lakes_FJ_Germany_07_111_01_22675.corems",-140.350281649591,-2372.99978170735,0.0555256229404738
"ManyFiles_MGC1903198_FTMS_Lakes_FJ_Germany_08_017_01_22900.corems",-139.904000599664,-2436.76898029241,0.0544562569718236
"ManyFiles_MGC1903198_FTMS_Lakes_FJ_Germany_08_017_01_22904.corems",-139.859985447157,-2439.69974532524,0.0544562569718236
"ManyFiles_MGC1903199_FTMS_Lakes_FJ_Germany_09_018_01_22902.corems",-140.4162254786,-2393.88437190435,0.055082212261485
"ManyFiles_MGC1903199_FTMS_Lakes_FJ_Germany_09_128_01_23250.corems",-139.794857335316,-2302.25362506257,0.0576251387296104
"ManyFiles_MGC1903199_FTMS_Lakes_FJ_Germany_09_128_01_23262.corems",-139.596641342757,-2285.20746841779,0.0577313842406009
"ManyFiles_MGC1903200_FTMS_Lakes_FJ_Germany_10_023_01_22997.corems",-142.523575004171,-2388.02284183868,0.0555256229404739
"ManyFiles_MGC1903200_FTMS_Lakes_FJ_Germany_10_023_01_23007.corems",-142.327870172488,-2390.95360687152,0.0557357193758225
"ManyFiles_MGC1903200_FTMS_Lakes_FJ_Germany_10_023_01_23060.corems",-139.469216776112,-2488.54976351629,0.0533868046546735
"ManyFiles_MGC1903200_FTMS_Lakes_FJ_Germany_10_120_01_23218.corems",-142.820333249569,-2360.16129358196,0.0566439694981931
"ManyFiles_MGC1903200_FTMS_Lakes_FJ_Germany_10_120_01_23234.corems",-142.332677614918,-2325.16131177302,0.0579691696835097
"ManyFiles_MGC1903201_FTMS_Lakes_FJ_Germany_11_008_01_22740.corems",-142.523575004171,-2376.83821525957,0.0561090603486255
"ManyFiles_MGC1903202_FTMS_Lakes_FJ_Switzerland_01_005_01_22919.corems",-145.196138453723,-2739.52276907447,0.0438259717823437
"ManyFiles_MGC1903202_FTMS_Lakes_FJ_Switzerland_01_005_01_22925.corems",-145.408246664005,-2712.67276907446,0.0439504617650766
"ManyFiles_MGC1903203_FTMS_Lakes_FJ_Switzerland_02_127_01_22620.corems",-145.192596127722,-2751.08049216702,0.0439658610883338
"ManyFiles_MGC1903204_FTMS_Lakes_FJ_Switzerland_03_011_01_22882.corems",-145.883369055037,-2787.3612390088,0.0422056505771814
"ManyFiles_MGC1903204_FTMS_Lakes_FJ_Switzerland_03_011_01_22894.corems",-145.196138453723,-2763.44200404163,0.0435842754088794
"ManyFiles_MGC1903204_FTMS_Lakes_FJ_Switzerland_03_105_01_23153.corems",-145.445135048402,-2765.46510055507,0.0432188540472078
"ManyFiles_MGC1903205_FTMS_Lakes_FJ_Switzerland_04_003_01_22915.corems",-145.196138453723,-2672.82280545657,0.0443963577180837
"ManyFiles_MGC1903205_FTMS_Lakes_FJ_Switzerland_04_003_01_22923.corems",-145.196138453723,-2670.79970894313,0.0454895922099716
"ManyFiles_MGC1903206_FTMS_Lakes_FJ_France_01_119_01_22669.corems",-140.900947195515,-2416.7920586148,0.0535779745435212
"ManyFiles_MGC1903207_FTMS_Lakes_FJ_France_02_001_01_22410.corems",-146.206771690949,-2789.38433552224,0.0422056505771814
"ManyFiles_MGC1903207_FTMS_Lakes_FJ_France_02_001_01_22416.corems",-146.014270121954,-2787.3612390088,0.0424589130631169
"ManyFiles_MGC1903207_FTMS_Lakes_FJ_France_02_118_01_23214.corems",-146.231725598041,-2794.87276907447,0.0422056505771814
"ManyFiles_MGC1903207_FTMS_Lakes_FJ_France_02_118_01_23230.corems",-146.150625399992,-2812.29202223269,0.0422056505771814
"ManyFiles_MGC1903208_FTMS_Lakes_FJ_France_03_012_01_22952.corems",-145.716767697142,-2739.52276907447,0.0436448142808893
"ManyFiles_MGC1903208_FTMS_Lakes_FJ_France_03_012_01_22962.corems",-145.577933232231,-2670.79970894313,0.0454705145541385
"ManyFiles_MGC1903209_FTMS_Lakes_FJ_France_04_017_01_22760.corems",-146.014270121954,-2812.29202223269,0.0422056505771814
"ManyFiles_MGC1903209_FTMS_Lakes_FJ_France_04_138_01_23295.corems",-145.883369055037,-2812.29202223269,0.0420348748140433
"ManyFiles_MGC1903209_FTMS_Lakes_FJ_France_04_138_01_23301.corems",-146.014270121954,-2798.81508236402,0.0420638489185563
"ManyFiles_MGC1903210_FTMS_Lakes_FJ_France_05_019_01_22701.corems",-144.108779671896,-2525.46896210135,0.0521734931110869
"ManyFiles_MGC1903211_FTMS_Lakes_FJ_France_06_028_01_22702.corems",-139.859985447157,-2291.06899848346,0.0576156336363289
"ManyFiles_MGC1903212_FTMS_Lakes_FJ_France_07_007_01_22738.corems",-140.996395890142,-2439.69974532524,0.0532404563387461
"ManyFiles_MGC1903213_FTMS_Lakes_FJ_Poland_01_016_01_22892.corems",-140.614601111634,-2324.1497635163,0.0562945866058895
"ManyFiles_MGC1903213_FTMS_Lakes_FJ_Poland_01_126_01_23246.corems",-140.51047526295,-2317.27668519391,0.0565778548812816
"ManyFiles_MGC1903213_FTMS_Lakes_FJ_Poland_01_126_01_23258.corems",-140.610114165365,-2331.02284183868,0.0561110992755491
"ManyFiles_MGC1903214_FTMS_Lakes_FJ_Poland_02_005_01_22734.corems",-144.514464821766,-2510.44590197002,0.0521997746294256
"ManyFiles_MGC1903215_FTMS_Lakes_FJ_Denmark_01_003_01_22729.corems",-139.887897495088,-2470.4920586148,0.0532227628545272
"ManyFiles_MGC1903216_FTMS_Lakes_FJ_Sweden_01_007_01_22929.corems",-141.650901224726,-2649.91511874613,0.0480161159724944
"ManyFiles_MGC1903216_FTMS_Lakes_FJ_Sweden_01_007_01_22939.corems",-141.506461641666,-2627.00743203568,0.0482983460263744
"ManyFiles_MGC1903216_FTMS_Lakes_FJ_Sweden_01_125_01_23244.corems",-139.469216776112,-2687.20741384463,0.0483515831493759
"ManyFiles_MGC1903216_FTMS_Lakes_FJ_Sweden_01_125_01_23256.corems",-139.469216776112,-2695.73049216702,0.0483164312367129
"ManyFiles_MGC1903217_FTMS_Lakes_FJ_Sweden_02_120_01_22676.corems",-141.551733749789,-2533.35358868046,0.0503162914391561
"ManyFiles_MGC1903218_FTMS_Lakes_FJ_Sweden_03_015_01_22756.corems",-142.332677614918,-2624.98433552224,0.0480164587772161
"ManyFiles_MGC1903219_FTMS_Lakes_FJ_Sweden_04_002_01_22412.corems",-139.469216776112,-2632.86896210135,0.0501766642676169
"ManyFiles_MGC1903219_FTMS_Lakes_FJ_Sweden_04_014_01_22956.corems",-139.469216776112,-2508.42280545657,0.0527176881418085
"ManyFiles_MGC1903219_FTMS_Lakes_FJ_Sweden_04_014_01_22966.corems",-139.469216776112,-2508.42280545657,0.0527176881418085
"ManyFiles_MGC1903219_FTMS_Lakes_FJ_Sweden_04_dil_014_01_23064.corems",-138.651085107882,-2617.84590197002,0.0504824310844324
"ManyFiles_MGC1903219_FTMS_Lakes_FJ_Sweden_04_dil_014_01_23070.corems",-138.620783934984,-2604.09974532524,0.0508013625030179
"ManyFiles_MGC1903220_FTMS_Lakes_FJ_Sweden_05_039_01_22715.corems",-140.614601111634,-2462.60743203568,0.0528402628469708
"ManyFiles_MGC1903221_FTMS_Lakes_FJ_Sweden_06_006_01_22736.corems",-140.996395890142,-2558.28437190435,0.0503162914391562
"ManyFiles_MGC1903223_FTMS_Lakes_FJ_Sweden_08_017_01_22975.corems",-139.469216776112,-2787.3612390088,0.0478667499664713
"ManyFiles_MGC1903223_FTMS_Lakes_FJ_Sweden_08_017_01_22985.corems",-139.469216776112,-2788.37278726552,0.0478201766568407
"ManyFiles_MGC1903223_FTMS_Lakes_FJ_Sweden_08_017_01_23110.corems",-139.469216776112,-2766.4766488118,0.0479662829783808
"ManyFiles_MGC1903223_FTMS_Lakes_FJ_Sweden_08_017_01_23124.corems",-138.635934521433,-2766.4766488118,0.0480104071704672
"ManyFiles_MGC1903224_FTMS_Lakes_FJ_Sweden_09_028_01_23020.corems",-139.469216776112,-2695.73049216702,0.0486973807943786
"ManyFiles_MGC1903224_FTMS_Lakes_FJ_Sweden_09_028_01_23030.corems",-139.469216776112,-2717.62663062074,0.0483345164470514
"ManyFiles_MGC1903225_FTMS_Lakes_FJ_Sweden_10_021_01_22713.corems",-139.469216776112,-2672.82280545657,0.0493952153734803
"ManyFiles_MGC1903226_FTMS_Lakes_FJ_Sweden_11_012_01_22712.corems",-141.166082458367,-2510.44590197002,0.0515437594183863
"ManyFiles_MGC1903228_FTMS_Lakes_FJ_Sweden_13_020_01_22766.corems",-141.551733749789,-2558.28437190435,0.0502743808432079
"ManyFiles_MGC1903230_FTMS_Lakes_FJ_Sweden_15_128_01_22670.corems",-140.674884497714,-2416.7920586148,0.0544394194647198
"ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_019_01_22979.corems",-140.423703722381,-2674.84590197002,0.0490022047597235
"ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_019_01_22989.corems",-140.423703722381,-2672.82280545657,0.0490106312746412
"ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_019_01_23114.corems",-140.259137007507,-2670.79970894313,0.0490106312746412
"ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_019_01_23136.corems",-139.904000599664,-2670.79970894313,0.0493974546930087
"ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_111_01_23182.corems",-140.076455018684,-2695.73049216702,0.0486973807943786
"ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_dill_111_01_23196.corems",-139.469216776112,-2672.82280545657,0.0493974546930087
"ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_dill_111_01_23204.corems",-140.31764961724,-2649.91511874613,0.0493974546930087
"ManyFiles_MGC1903232_FTMS_Lakes_FJ_Sweden_17_102_01_22674.corems",-139.469216776112,-2789.38433552224,0.0476768002499133
"ManyFiles_MGC1903233_FTMS_Lakes_FJ_Sweden_18_015_01_22958.corems",-140.51047526295,-2674.84590197002,0.0490106312746412
"ManyFiles_MGC1903233_FTMS_Lakes_FJ_Sweden_18_015_01_22968.corems",-140.560059000419,-2674.84590197002,0.0490064180171823
"ManyFiles_MGC1903233_FTMS_Lakes_FJ_Sweden_18_015_01_23108.corems",-140.350281649591,-2674.84590197002,0.0488497927770511
"ManyFiles_MGC1903233_FTMS_Lakes_FJ_Sweden_18_015_01_23122.corems",-140.302499030791,-2672.82280545657,0.0490106312746412
"ManyFiles_MGC1903234_FTMS_Lakes_FJ_Sweden_182_004_01_22731.corems",-141.378190668649,-2510.44590197002,0.0504824310844324
"ManyFiles_MGC1903235_FTMS_Lakes_FJ_Sweden_19_011_01_22748.corems",-139.469216776112,-2672.82280545657,0.0493974546930087
"ManyFiles_MGC1903237_FTMS_Lakes_FJ_Sweden_21_001_01_22725.corems",-141.759985447157,-2603.08819706852,0.0501434288862158
"ManyFiles_MGC1903238_FTMS_Lakes_FJ_Sweden_22_113_01_22818.corems",-139.469216776112,-2883.03817887746,0.0459131416497877
"ManyFiles_MGC1903238_FTMS_Lakes_FJ_Sweden_22_113_01_22828.corems",-138.717943179694,-2883.03817887746,0.0459131416497877
"ManyFiles_MGC1903239_FTMS_Lakes_FJ_Sweden_23_030_01_22714.corems",-140.741866037803,-2581.1920586148,0.050801362503018
"ManyFiles_MGC1903240_FTMS_Lakes_FJ_Sweden_24_018_01_22977.corems",-139.469216776112,-2812.29202223269,0.0470297019407553
"ManyFiles_MGC1903240_FTMS_Lakes_FJ_Sweden_24_018_01_22987.corems",-139.469216776112,-2812.29202223269,0.0466767916901345
"ManyFiles_MGC1903240_FTMS_Lakes_FJ_Sweden_24_018_01_23112.corems",-139.469216776112,-2833.17661242969,0.0466763344845079
"ManyFiles_MGC1903240_FTMS_Lakes_FJ_Sweden_24_018_01_23134.corems",-139.469216776112,-2813.30357048941,0.0470297019407553
"ManyFiles_MGC1903241_FTMS_Lakes_FJ_Sweden_25_011_01_22950.corems",-139.469216776112,-2707.18433552224,0.0486973807943786
"ManyFiles_MGC1903241_FTMS_Lakes_FJ_Sweden_25_011_01_22960.corems",-139.469216776112,-2695.73049216702,0.0490106312746412
"ManyFiles_MGC1903241_FTMS_Lakes_FJ_Sweden_25_dil_011_01_23106.corems",-138.692461881907,-2814.31511874613,0.047292951635978
"ManyFiles_MGC1903241_FTMS_Lakes_FJ_Sweden_25_dil_011_01_23120.corems",-138.651085107882,-2814.31511874613,0.0473368216121162
"ManyFiles_MGC1903242_FTMS_Lakes_FJ_Sweden_26_139_01_22684.corems",-140.674884497714,-2558.28437190435,0.0508349809137536
"ManyFiles_MGC1903243_FTMS_Lakes_FJ_Sweden_27_033_01_23040.corems",-139.469216776112,-2766.4766488118,0.0478201766568407
"ManyFiles_MGC1903243_FTMS_Lakes_FJ_Sweden_27_033_01_23050.corems",-139.469216776112,-2768.49974532524,0.0476768002499133
"ManyFiles_MGC1903244_FTMS_Lakes_FJ_Sweden_28_105_01_22692.corems",-140.674884497714,-2535.37668519391,0.0515709787920397
"ManyFiles_MGC1903244_FTMS_Lakes_FJ_Sweden_28_135_01_23289.corems",-140.38552424453,-2604.09974532524,0.0504824310844324
"ManyFiles_MGC1903245_FTMS_Lakes_FJ_Sweden_29_138_01_22678.corems",-140.996395890142,-2429.25745022674,0.0535779745435212
"ManyFiles_MGC1903246_FTMS_Lakes_FJ_Sweden_30_132_01_23273.corems",-140.51047526295,-2416.7920586148,0.0546275311523862
"ManyFiles_MGC1903246_FTMS_Lakes_FJ_Sweden_30_132_01_23283.corems",-140.614601111634,-2416.7920586148,0.0546275311523862
"ManyFiles_MGC1903246_FTMS_Lakes_FJ_Sweden_30_139_01_22696.corems",-140.614601111634,-2558.28437190435,0.0512416438389718
"ManyFiles_MGC1903247_FTMS_Lakes_FJ_Sweden_302_104_01_23149.corems",-140.51047526295,-2350.0920949969,0.055620991992747
"ManyFiles_MGC1903247_FTMS_Lakes_FJ_Sweden_302_131_01_22689.corems",-145.577933232231,-2414.76896210135,0.0499926887212407
"ManyFiles_MGC1903247_FTMS_Lakes_FJ_Sweden_302_131_01_22720.corems",-145.196138453723,-2346.04590197002,0.0523428959721757
"ManyFiles_MGC1903247_FTMS_Lakes_FJ_Sweden_302_dil_104_01_23155.corems",-141.105480112572,-2395.90746841779,0.0548839787136405
"ManyFiles_MGC1903247_FTMS_Lakes_FJ_Sweden_302_dil_104_01_23169.corems",-140.51047526295,-2391.86127539091,0.0549987526022015
"ManyFiles_MGC1903248_FTMS_Lakes_FJ_Sweden_31_111_01_22814.corems",-140.741866037803,-2629.03052854913,0.0497386889020035
"ManyFiles_MGC1903248_FTMS_Lakes_FJ_Sweden_31_111_01_22824.corems",-140.900947195515,-2647.89202223269,0.0493974546930087
"ManyFiles_MGC1903249_FTMS_Lakes_FJ_Sweden_32_106_01_22791.corems",-139.469216776112,-2647.89202223269,0.049946036303789
"ManyFiles_MGC1903249_FTMS_Lakes_FJ_Sweden_32_106_01_22804.corems",-139.469216776112,-2647.89202223269,0.0498993838863373
"ManyFiles_MGC1903249_FTMS_Lakes_FJ_Sweden_32_108_01_23161.corems",-140.423703722381,-2651.93821525957,0.0490022047597235
"ManyFiles_MGC1903249_FTMS_Lakes_FJ_Sweden_32_108_01_23175.corems",-140.465203154827,-2651.93821525957,0.0490022047597235
"ManyFiles_MGC1903250_FTMS_Lakes_FJ_Sweden_33_108_01_22795.corems",-139.469216776112,-2859.1189439103,0.0459131416497877
"ManyFiles_MGC1903250_FTMS_Lakes_FJ_Sweden_33_108_01_22808.corems",-139.469216776112,-2858.10739565358,0.045810893975902
"ManyFiles_MGC1903251_FTMS_Lakes_FJ_Sweden_34_112_01_22681.corems",-141.504931061826,-2439.69974532524,0.0535779745435212
"ManyFiles_MGC1903252_FTMS_Lakes_FJ_Sweden_35_110_01_23165.corems",-140.350281649591,-2674.84590197002,0.0490022047597235
"ManyFiles_MGC1903252_FTMS_Lakes_FJ_Sweden_35_140_01_22690.corems",-143.141194398287,-2439.69974532524,0.0519665170780043
"ManyFiles_MGC1903252_FTMS_Lakes_FJ_Sweden_35_140_01_22721.corems",-143.141194398287,-2429.25745022674,0.0525574985372943
"ManyFiles_MGC1903252_FTMS_Lakes_FJ_Sweden_35_dil_110_01_23171.corems",-139.469216776112,-2766.4766488118,0.0478667499664713
"ManyFiles_MGC1903252_FTMS_Lakes_FJ_Sweden_35_dil_110_01_23298.corems",-139.469216776112,-2764.45355229835,0.0480104071704672
"ManyFiles_MGC1903255_FTMS_Lakes_FJ_Sweden_38_110_01_22799.corems",-139.469216776112,-2810.26892571924,0.0466767916901345
"ManyFiles_MGC1903255_FTMS_Lakes_FJ_Sweden_38_110_01_22812.corems",-139.469216776112,-2802.38429914013,0.0466767916901345
"ManyFiles_MGC1903256_FTMS_Lakes_FJ_Sweden_39_130_01_22683.corems",-141.650901224726,-2556.26127539091,0.0504824310844324
"ManyFiles_MGC1903257_FTMS_Lakes_FJ_Sweden_40_125_01_22865.corems",-140.674884497714,-2604.09974532524,0.0503162914391561
"ManyFiles_MGC1903257_FTMS_Lakes_FJ_Sweden_40_125_01_22875.corems",-140.674884497714,-2581.1920586148,0.0504824310844324
"ManyFiles_MGC1903257_FTMS_Lakes_FJ_Sweden_40_127_01_23248.corems",-141.105480112572,-2521.89974532524,0.0515901381838329
"ManyFiles_MGC1903257_FTMS_Lakes_FJ_Sweden_40_127_01_23260.corems",-141.231346523069,-2512.46899848346,0.0515901381838329
"ManyFiles_MGC1903258_FTMS_Lakes_FJ_Sweden_41_010_01_22700.corems",-140.900947195515,-2627.00743203568,0.0501101935048147
"ManyFiles_MGC1903259_FTMS_Lakes_FJ_Sweden_42_114_01_22820.corems",-139.469216776112,-2720.66127539091,0.0480104071704672
"ManyFiles_MGC1903259_FTMS_Lakes_FJ_Sweden_42_114_01_22830.corems",-139.469216776112,-2720.66127539091,0.0480104071704672
"ManyFiles_MGC1903260_FTMS_Lakes_FJ_Sweden_43_112_01_22816.corems",-136.714840159737,-3964.43038302069,0.0350634635813827
"ManyFiles_MGC1903260_FTMS_Lakes_FJ_Sweden_43_112_01_22826.corems",-144.452838611836,-4478.03799696692,0.0291011407986315
"ManyFiles_MGC1903260_FTMS_Lakes_FJ_Sweden_43_137_01_23293.corems",-141.378190668649,-2697.75358868046,0.0480104071704672
"ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_040_01_23084.corems",-140.996395890142,-2754.01125719985,0.0476768002499133
"ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_105_01_22779.corems",-140.816727759079,-2743.56896210135,0.0479662829783808
"ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_105_01_22789.corems",-140.741866037803,-2741.54586558791,0.0479662829783808
"ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_dil_040_01_23088.corems",-140.674884497714,-2718.63817887746,0.0480104071704672
"ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_dil_040_01_23102.corems",-140.900947195515,-2718.63817887746,0.047916516472426
"ManyFiles_MGC1903262_FTMS_Lakes_FJ_Sweden_45_dil_040_01_23138.corems",-140.816727759079,-2720.66127539091,0.0479662829783808
"ManyFiles_MGC1903264_FTMS_Lakes_FJ_Sweden_47_118_01_22841.corems",-142.164238742047,-2718.63817887746,0.0476768002499133
"ManyFiles_MGC1903264_FTMS_Lakes_FJ_Sweden_47_118_01_22851.corems",-142.164238742047,-2720.66127539091,0.0473368216121162
"ManyFiles_MGC1903264_FTMS_Lakes_FJ_Sweden_47_129_01_23252.corems",-141.551733749789,-2741.54586558791,0.0473684491917231
"ManyFiles_MGC1903264_FTMS_Lakes_FJ_Sweden_47_129_01_23264.corems",-141.551733749789,-2743.56896210135,0.0473368216121162
"ManyFiles_MGC1903265_FTMS_Lakes_FJ_Sweden_48_025_01_23001.corems",-141.266589118008,-2697.75358868046,0.0480161159724944
"ManyFiles_MGC1903265_FTMS_Lakes_FJ_Sweden_48_025_01_23011.corems",-141.378190668649,-2695.73049216702,0.0480132615714808
"ManyFiles_MGC1903266_FTMS_Lakes_FJ_Norway_01_110_01_22668.corems",-139.469216776112,-2697.75358868046,0.0486973807943786
"ManyFiles_MGC1903269_FTMS_Lakes_FJ_Norway_05_107_01_22793.corems",-139.469216776112,-2837.22280545657,0.0460303872167035
"ManyFiles_MGC1903269_FTMS_Lakes_FJ_Norway_05_107_01_22806.corems",-139.469216776112,-2837.22280545657,0.0460679497548092
"ManyFiles_MGC1903270_FTMS_Lakes_FJ_Norway_06_109_01_22797.corems",-140.51047526295,-2743.56896210135,0.0478201766568407
"ManyFiles_MGC1903270_FTMS_Lakes_FJ_Norway_06_109_01_22810.corems",-140.465203154827,-2741.54586558791,0.0478201766568407
"ManyFiles_MGC1903271_FTMS_Lakes_FJ_Norway_07_026_01_23016.corems",-140.674884497714,-2743.56896210135,0.0476768002499133
"ManyFiles_MGC1903271_FTMS_Lakes_FJ_Norway_07_026_01_23026.corems",-140.614601111634,-2743.56896210135,0.047748488453377
"ManyFiles_MGC1903271_FTMS_Lakes_FJ_Norway_07_119_01_23216.corems",-140.560059000419,-2814.31511874613,0.0458620178128449
"ManyFiles_MGC1903271_FTMS_Lakes_FJ_Norway_07_119_01_23232.corems",-140.560059000419,-2819.80355229836,0.0459131416497877
"ManyFiles_MGC1903271_FTMS_Lakes_FJ_Norway_07_dil_026_01_23062.corems",-140.560059000419,-2812.29202223269,0.0460303872167035
"ManyFiles_MGC1903272_FTMS_Lakes_FJ_Norway_08_102_01_23145.corems",-140.350281649591,-2858.10739565358,0.0457900135183663
"ManyFiles_MGC1903272_FTMS_Lakes_FJ_Norway_08_103_01_22775.corems",-140.350281649591,-2835.19970894313,0.0459427558887764
"ManyFiles_MGC1903272_FTMS_Lakes_FJ_Norway_08_103_01_22877.corems",-139.469216776112,-2837.22280545657,0.0459427558887764
"ManyFiles_MGC1903274_FTMS_Lakes_FJ_Norway_10_011_01_22706.corems",-147.291887662522,-3006.73814249536,0.0432839528138215
"ManyFiles_MGC1903276_FTMS_Lakes_FJ_Norway_12_027_01_23018.corems",-140.674884497714,-2814.31511874613,0.0460491684857564
"ManyFiles_MGC1903276_FTMS_Lakes_FJ_Norway_12_027_01_23028.corems",-140.614601111634,-2813.30357048941,0.046393699564094
"ManyFiles_MGC1903276_FTMS_Lakes_FJ_Norway_12_029_01_22708.corems",-141.528332405808,-2544.80743203568,0.050801362503018
