global_dataset,sampleName,coreMSname,type,date_utc_YYYYMMDD,Latitude,Longitude,depth_m,N_value,species,units,N_value2,species,units,N_value3,species,units,N_value4,species,units,P_pool,species,units,C_pool,species,units,GHG,species,units,DO_mgL,BDOC_%_mean,BDOC_sd,chla_ugL,bacterial_activity,units,Respiration_mgDO_hr_L_sediment,,,Extraction_Efficiency(%;assumed_or_measured),Instrument(t),TARGET_carbon_normalization(ugCL-1)
S19S,S19S_0009_Sed_Field_ICR-U,S19S_0009_Sed_Field_ICR.U_p2.corems,sediment,20190730,42.9877,-108.3983,,,,,,,,,,,,,,,,,11.85,NPOC,mgCL,,,,,,,,,,-22.83,,,,,
S19S,S19S_0010_ICR-1,,river,20190731,31.667875,-81.840062,,,,,,,,,,,,,,,,,2.52,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0010_ICR-2,,river,20190731,31.667875,-81.840062,,,,,,,,,,,,,,,,,2.26,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0010_ICR-3,,river,20190731,31.667875,-81.840062,,,,,,,,,,,,,,,,,2.04,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0010_Sed_Field_ICR-D,S19S_0010_Sed_Field_ICR_D_p15.corems,sediment,20190731,31.667875,-81.840062,,,,,,,,,,,,,,,,,10.82,NPOC,mgCL,,,,,,,,,,-1.72,,,,,
S19S,S19S_0010_Sed_Field_ICR-M,S19S_0010_Sed_Field_ICR.M_p15.corems,sediment,20190731,31.667875,-81.840062,,,,,,,,,,,,,,,,,20.73,NPOC,mgCL,,,,,,,,,,-3.09,,,,,
S19S,S19S_0010_Sed_Field_ICR-U,S19S_0010_Sed_Field_ICR.U_p15.corems,sediment,20190731,31.667875,-81.840062,,,,,,,,,,,,,,,,,15.69,NPOC,mgCL,,,,,,,,,,-21.96,,,,,
S19S,S19S_0011_ICR-1,,river,20190805,33.955686,-83.437674,,,,,,,,,,,,,,,,,3.83,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0011_ICR-2,,river,20190805,33.955686,-83.437674,,,,,,,,,,,,,,,,,2.64,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0011_ICR-3,,river,20190805,33.955686,-83.437674,,,,,,,,,,,,,,,,,4.03,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0011_Sed_Field_ICR-D,S19S_0011_Sed_Field_ICR.D_p2.corems,sediment,20190805,33.955686,-83.437674,,,,,,,,,,,,,,,,,21.3,NPOC,mgCL,,,,,,,,,,-240.66,,,,,
S19S,S19S_0011_Sed_Field_ICR-M,S19S_0011_Sed_Field_ICR.M_p2.corems,sediment,20190805,33.955686,-83.437674,,,,,,,,,,,,,,,,,14.93,NPOC,mgCL,,,,,,,,,,-2420.08,,,,,
S19S,S19S_0011_Sed_Field_ICR-U,S19S_0011_Sed_Field_ICR.U_p2.corems,sediment,20190805,33.955686,-83.437674,,,,,,,,,,,,,,,,,21.27,NPOC,mgCL,,,,,,,,,,-17.53,,,,,
S19S,S19S_0012_ICR-1,,river,20190813,42.47179,-72.33027,,,,,,,,,,,,,,,,,1.41,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0012_ICR-2,,river,20190813,42.47179,-72.33027,,,,,,,,,,,,,,,,,2.02,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0012_ICR-3,,river,20190813,42.47179,-72.33027,,,,,,,,,,,,,,,,,2.07,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0012_Sed_Field_ICR-D,S19S_0012_Sed_Field_ICR.D_p2.corems,sediment,20190813,42.47179,-72.33027,,,,,,,,,,,,,,,,,11.5,NPOC,mgCL,,,,,,,,,,-2.7,,,,,
S19S,S19S_0012_Sed_Field_ICR-M,S19S_0012_Sed_Field_ICR.M_p2.corems,sediment,20190813,42.47179,-72.33027,,,,,,,,,,,,,,,,,13.44,NPOC,mgCL,,,,,,,,,,-5.86,,,,,
S19S,S19S_0012_Sed_Field_ICR-U,S19S_0012_Sed_Field_ICR.U_p2.corems,sediment,20190813,42.47179,-72.33027,,,,,,,,,,,,,,,,,9.45,NPOC,mgCL,,,,,,,,,,-2.46,,,,,
S19S,S19S_0013_ICR-1,,river,20190819,38.8952,-78.1476,,,,,,,,,,,,,,,,,1.64,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0013_ICR-2,,river,20190819,38.8952,-78.1476,,,,,,,,,,,,,,,,,2.21,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0013_ICR-3,,river,20190819,38.8952,-78.1476,,,,,,,,,,,,,,,,,1.84,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0013_Sed_Field_ICR-D,S19S_0013_Sed_Field_ICR.D_p2.corems,sediment,20190819,38.8952,-78.1476,,,,,,,,,,,,,,,,,19,NPOC,mgCL,,,,,,,,,,-2741.44,,,,,
S19S,S19S_0013_Sed_Field_ICR-M,S19S_0013_Sed_Field_ICR.M_p2.corems,sediment,20190819,38.8952,-78.1476,,,,,,,,,,,,,,,,,19.78,NPOC,mgCL,,,,,,,,,,-1806.3,,,,,
S19S,S19S_0013_Sed_Field_ICR-U,S19S_0013_Sed_Field_ICR.U_p2.corems,sediment,20190819,38.8952,-78.1476,,,,,,,,,,,,,,,,,16.73,NPOC,mgCL,,,,,,,,,,-1788.7,,,,,
S19S,S19S_0014_ICR-1,,river,20190819,39.0941,-77.9808,,,,,,,,,,,,,,,,,0.61,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0014_ICR-2,,river,20190819,39.0941,-77.9808,,,,,,,,,,,,,,,,,0.83,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0014_ICR-3,,river,20190819,39.0941,-77.9808,,,,,,,,,,,,,,,,,0.78,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0014_Sed_Field_ICR-D,S19S_0014_Sed_Field_ICR.D_p2.corems,sediment,20190819,39.0941,-77.9808,,,,,,,,,,,,,,,,,14.07,NPOC,mgCL,,,,,,,,,,-1482.57,,,,,
S19S,S19S_0014_Sed_Field_ICR-M,S19S_0014_Sed_Field_ICR.M_p2.corems,sediment,20190819,39.0941,-77.9808,,,,,,,,,,,,,,,,,12.25,NPOC,mgCL,,,,,,,,,,-2738.74,,,,,
S19S,S19S_0014_Sed_Field_ICR-U,S19S_0014_Sed_Field_ICR.U_p2.corems,sediment,20190819,39.0941,-77.9808,,,,,,,,,,,,,,,,,9.79,NPOC,mgCL,,,,,,,,,,-41.92,,,,,
S19S,S19S_0015_ICR-1,,river,20190805,31.184396,-84.439009,,,,,,,,,,,,,,,,,1.87,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0015_ICR-2,,river,20190805,31.184396,-84.439009,,,,,,,,,,,,,,,,,2.7,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0015_ICR-3,,river,20190805,31.184396,-84.439009,,,,,,,,,,,,,,,,,2.03,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0015_Sed_Field_ICR-D,S19S_0015_Sed_Field_ICR.D_p2.corems,sediment,20190805,31.184396,-84.439009,,,,,,,,,,,,,,,,,26.63,NPOC,mgCL,,,,,,,,,,-12.16,,,,,
S19S,S19S_0015_Sed_Field_ICR-M,S19S_0015_Sed_Field_ICR.M_p2.corems,sediment,20190805,31.184396,-84.439009,,,,,,,,,,,,,,,,,12.35,NPOC,mgCL,,,,,,,,,,-1.38,,,,,
S19S,S19S_0015_Sed_Field_ICR-U,S19S_0015_Sed_Field_ICR.U_p2.corems,sediment,20190805,31.184396,-84.439009,,,,,,,,,,,,,,,,,10.74,NPOC,mgCL,,,,,,,,,,-9.4,,,,,
S19S,S19S_0016_ICR-1,,river,20190812,39.10445,-96.6025,,,,,,,,,,,,,,,,,1.03,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0016_ICR-2,,river,20190812,39.10445,-96.6025,,,,,,,,,,,,,,,,,0.98,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0016_ICR-3,,river,20190812,39.10445,-96.6025,,,,,,,,,,,,,,,,,0.85,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0016_Sed_Field_ICR-D,S19S_0016_Sed_Field_ICR.D_p2.corems,sediment,20190812,39.10445,-96.6025,,,,,,,,,,,,,,,,,6.38,NPOC,mgCL,,,,,,,,,,-9.12,,,,,
S19S,S19S_0016_Sed_Field_ICR-M,S19S_0016_Sed_Field_ICR.M_p2.corems,sediment,20190812,39.10445,-96.6025,,,,,,,,,,,,,,,,,21.16,NPOC,mgCL,,,,,,,,,,-1752.9,,,,,
S19S,S19S_0016_Sed_Field_ICR-U,S19S_0016_Sed_Field_ICR.U_p1.corems,sediment,20190812,39.10445,-96.6025,,,,,,,,,,,,,,,,,10.76,NPOC,mgCL,,,,,,,,,,-20.06,,,,,
S19S,S19S_0017_ICR-1,,river,20190826,38.94668,-96.44355,,,,,,,,,,,,,,,,,2.23,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0017_ICR-2,,river,20190826,38.94668,-96.44355,,,,,,,,,,,,,,,,,3.53,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0017_ICR-3,,river,20190826,38.94668,-96.44355,,,,,,,,,,,,,,,,,2.6,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0017_Sed_Field_ICR-D,S19S_0017_Sed_Field_ICR.D_p2.corems,sediment,20190826,38.94668,-96.44355,,,,,,,,,,,,,,,,,7.86,NPOC,mgCL,,,,,,,,,,-42.8,,,,,
S19S,S19S_0017_Sed_Field_ICR-M,S19S_0017_Sed_Field_ICR.M_p2.corems,sediment,20190826,38.94668,-96.44355,,,,,,,,,,,,,,,,,4.84,NPOC,mgCL,,,,,,,,,,-3.18,,,,,
S19S,S19S_0017_Sed_Field_ICR-U,S19S_0017_Sed_Field_ICR.U_p2.corems,sediment,20190826,38.94668,-96.44355,,,,,,,,,,,,,,,,,4.33,NPOC,mgCL,,,,,,,,,,-13.09,,,,,
S19S,S19S_0018_ICR-1,,river,20190805,35.6922935,-83.504941,,,,,,,,,,,,,,,,,0.73,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0018_ICR-2,,river,20190805,35.6922935,-83.504941,,,,,,,,,,,,,,,,,0.48,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0018_ICR-3,,river,20190805,35.6922935,-83.504941,,,,,,,,,,,,,,,,,0.86,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0018_Sed_Field_ICR-D,S19S_0018_Sed_Field_ICR.D_p2.corems,sediment,20190805,35.6922935,-83.504941,,,,,,,,,,,,,,,,,11.1,NPOC,mgCL,,,,,,,,,,-4.62,,,,,
S19S,S19S_0018_Sed_Field_ICR-M,S19S_0018_Sed_Field_ICR.M_p2.corems,sediment,20190805,35.6922935,-83.504941,,,,,,,,,,,,,,,,,15.31,NPOC,mgCL,,,,,,,,,,-1.45,,,,,
S19S,S19S_0018_Sed_Field_ICR-U,S19S_0018_Sed_Field_ICR.U_p2.corems,sediment,20190805,35.6922935,-83.504941,,,,,,,,,,,,,,,,,17.34,NPOC,mgCL,,,,,,,,,,-8.99,,,,,
S19S,S19S_0019_ICR-1,,river,20190819,35.9563807,-84.278999,,,,,,,,,,,,,,,,,Below_Range_Less_Than_0.45,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0019_ICR-2,,river,20190819,35.9563807,-84.278999,,,,,,,,,,,,,,,,,0.46,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0019_ICR-3,,river,20190819,35.9563807,-84.278999,,,,,,,,,,,,,,,,,Below_Range_Less_Than_0.45,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0019_Sed_Field_ICR-D,S19S_0019_Sed_Field_ICR.D_p2.corems,sediment,20190819,35.9563807,-84.278999,,,,,,,,,,,,,,,,,9.92,NPOC,mgCL,,,,,,,,,,-4.6,,,,,
S19S,S19S_0019_Sed_Field_ICR-M,S19S_0019_Sed_Field_ICR.M_p2.corems,sediment,20190819,35.9563807,-84.278999,,,,,,,,,,,,,,,,,13.1,NPOC,mgCL,,,,,,,,,,-36.16,,,,,
S19S,S19S_0019_Sed_Field_ICR-U,S19S_0019_Sed_Field_ICR.U_p2.corems,sediment,20190819,35.9563807,-84.278999,,,,,,,,,,,,,,,,,8.67,NPOC,mgCL,,,,,,,,,,-11.18,,,,,
S19S,S19S_0020_ICR-1,,river,20190819,31.85294,-88.15755,,,,,,,,,,,,,,,,,4.01,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0020_ICR-2,,river,20190819,31.85294,-88.15755,,,,,,,,,,,,,,,,,3.09,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0020_ICR-3,,river,20190819,31.85294,-88.15755,,,,,,,,,,,,,,,,,4.33,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0020_Sed_Field_ICR-D,S19S_0020_Sed_Field_ICR.D_p2.corems,sediment,20190819,31.85294,-88.15755,,,,,,,,,,,,,,,,,5.49,NPOC,mgCL,,,,,,,,,,-4.81,,,,,
S19S,S19S_0020_Sed_Field_ICR-M,S19S_0020_Sed_Field_ICR.M_p2.corems,sediment,20190819,31.85294,-88.15755,,,,,,,,,,,,,,,,,7.87,NPOC,mgCL,,,,,,,,,,-1388.85,,,,,
S19S,S19S_0020_Sed_Field_ICR-U,S19S_0020_Sed_Field_ICR.U_p2.corems,sediment,20190819,31.85294,-88.15755,,,,,,,,,,,,,,,,,4.94,NPOC,mgCL,,,,,,,,,,-12.94,,,,,
S19S,S19S_0021_ICR-1,,river,20190820,32.54069,-87.79835,,,,,,,,,,,,,,,,,1.36,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0021_ICR-2,,river,20190820,32.54069,-87.79835,,,,,,,,,,,,,,,,,1.49,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0021_ICR-3,,river,20190820,32.54069,-87.79835,,,,,,,,,,,,,,,,,1.84,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0021_Sed_Field_ICR-D,S19S_0021_Sed_Field_ICR.D_p2.corems,sediment,20190820,32.54069,-87.79835,,,,,,,,,,,,,,,,,8.83,NPOC,mgCL,,,,,,,,,,-2505.5,,,,,
S19S,S19S_0021_Sed_Field_ICR-M,S19S_0021_Sed_Field_ICR.M_p2.corems,sediment,20190820,32.54069,-87.79835,,,,,,,,,,,,,,,,,10.96,NPOC,mgCL,,,,,,,,,,-23.78,,,,,
S19S,S19S_0021_Sed_Field_ICR-U,S19S_0021_Sed_Field_ICR.U_p2.corems,sediment,20190820,32.54069,-87.79835,,,,,,,,,,,,,,,,,9.95,NPOC,mgCL,,,,,,,,,,-35.1,,,,,
S19S,S19S_0022_ICR-1,,river,20190805,32.96161,-87.40811,,,,,,,,,,,,,,,,,1.95,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0022_ICR-2,,river,20190805,32.96161,-87.40811,,,,,,,,,,,,,,,,,2.39,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0022_ICR-3,,river,20190805,32.96161,-87.40811,,,,,,,,,,,,,,,,,1.62,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0022_Sed_Field_ICR-D,S19S_0022_Sed_Field_ICR.D_p2.corems,sediment,20190805,32.96161,-87.40811,,,,,,,,,,,,,,,,,5.99,NPOC,mgCL,,,,,,,,,,-0.77,,,,,
S19S,S19S_0022_Sed_Field_ICR-M,S19S_0022_Sed_Field_ICR.M_p2.corems,sediment,20190805,32.96161,-87.40811,,,,,,,,,,,,,,,,,4.65,NPOC,mgCL,,,,,,,,,,-0.87,,,,,
S19S,S19S_0022_Sed_Field_ICR-U,S19S_0022_Sed_Field_ICR.U_p2.corems,sediment,20190805,32.96161,-87.40811,,,,,,,,,,,,,,,,,5.05,NPOC,mgCL,,,,,,,,,,-0.37,,,,,
S19S,S19S_0023_ICR-1,,river,20190806,39.75841,-102.44896,,,,,,,,,,,,,,,,,3.6,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0023_ICR-2,,river,20190806,39.75841,-102.44896,,,,,,,,,,,,,,,,,4.76,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0023_ICR-3,,river,20190806,39.75841,-102.44896,,,,,,,,,,,,,,,,,4.97,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0023_Sed_Field_ICR-D,S19S_0023_Sed_Field_ICR.D_p2.corems,sediment,20190806,39.75841,-102.44896,,,,,,,,,,,,,,,,,25.55,NPOC,mgCL,,,,,,,,,,-33.5,,,,,
S19S,S19S_0023_Sed_Field_ICR-M,S19S_0023_Sed_Field_ICR.M_p2.corems,sediment,20190806,39.75841,-102.44896,,,,,,,,,,,,,,,,,11.01,NPOC,mgCL,,,,,,,,,,-22.89,,,,,
S19S,S19S_0023_Sed_Field_ICR-U,S19S_0023_Sed_Field_ICR.U_p2.corems,sediment,20190806,39.75841,-102.44896,,,,,,,,,,,,,,,,,26.33,NPOC,mgCL,,,,,,,,,,-79.59,,,,,
S19S,S19S_0024_ICR-1,,river,20190818,34.44205,-96.6227,,,,,,,,,,,,,,,,,0.66,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0024_ICR-2,,river,20190818,34.44205,-96.6227,,,,,,,,,,,,,,,,,0.65,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0024_ICR-3,,river,20190818,34.44205,-96.6227,,,,,,,,,,,,,,,,,0.61,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0024_Sed_Field_ICR-D,S19S_0024_Sed_Field_ICR.D_p15.corems,sediment,20190818,34.44205,-96.6227,,,,,,,,,,,,,,,,,45.55,NPOC,mgCL,,,,,,,,,,-1918.37,,,,,
S19S,S19S_0024_Sed_Field_ICR-M,S19S_0024_Sed_Field_ICR.M_p2.corems,sediment,20190818,34.44205,-96.6227,,,,,,,,,,,,,,,,,32.18,NPOC,mgCL,,,,,,,,,,-1739.12,,,,,
S19S,S19S_0024_Sed_Field_ICR-U,S19S_0024_Sed_Field_ICR.U_p15.corems,sediment,20190818,34.44205,-96.6227,,,,,,,,,,,,,,,,,51.83,NPOC,mgCL,,,,,,,,,,-1841.16,,,,,
S19S,S19S_0025_ICR-1,,river,20190806,33.37853,-97.78275,,,,,,,,,,,,,,,,,1.94,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0025_ICR-2,,river,20190806,33.37853,-97.78275,,,,,,,,,,,,,,,,,2.23,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0025_ICR-3,,river,20190806,33.37853,-97.78275,,,,,,,,,,,,,,,,,1.34,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0025_Sed_Field_ICR-D,S19S_0025_Sed_Field_ICR.D_p2.corems,sediment,20190806,33.37853,-97.78275,,,,,,,,,,,,,,,,,17.98,NPOC,mgCL,,,,,,,,,,-47.08,,,,,
S19S,S19S_0025_Sed_Field_ICR-M,S19S_0025_Sed_Field_ICR.M_p1.corems,sediment,20190806,33.37853,-97.78275,,,,,,,,,,,,,,,,,8.99,NPOC,mgCL,,,,,,,,,,-61.3,,,,,
S19S,S19S_0025_Sed_Field_ICR-U,S19S_0025_Sed_Field_ICR.U_p2.corems,sediment,20190806,33.37853,-97.78275,,,,,,,,,,,,,,,,,11.06,NPOC,mgCL,,,,,,,,,,-24.29,,,,,
S19S,S19S_0026_ICR-1,,river,20190805,40.03489,-105.54327,,,,,,,,,,,,,,,,,3.75,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0026_ICR-2,,river,20190805,40.03489,-105.54327,,,,,,,,,,,,,,,,,3.32,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0026_ICR-3,,river,20190805,40.03489,-105.54327,,,,,,,,,,,,,,,,,3.44,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0026_Sed_Field_ICR-D,,sediment,20190805,40.03489,-105.54327,,,,,,,,,,,,,,,,,33.13,NPOC,mgCL,,,,,,,,,,-17.98,,,,,
S19S,S19S_0026_Sed_Field_ICR-M,S19S_0026_Sed_Field_ICR.M_p2.corems,sediment,20190805,40.03489,-105.54327,,,,,,,,,,,,,,,,,11.73,NPOC,mgCL,,,,,,,,,,-3.11,,,,,
S19S,S19S_0026_Sed_Field_ICR-U,S19S_0026_Sed_Field_ICR.U_p2.corems,sediment,20190805,40.03489,-105.54327,,,,,,,,,,,,,,,,,9.26,NPOC,mgCL,,,,,,,,,,-5.64,,,,,
S19S,S19S_0027_ICR-1,,river,20190813,39.89064,-105.91125,,,,,,,,,,,,,,,,,1.16,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0027_ICR-2,,river,20190813,39.89064,-105.91125,,,,,,,,,,,,,,,,,1.39,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0027_ICR-3,,river,20190813,39.89064,-105.91125,,,,,,,,,,,,,,,,,1.2,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0027_Sed_Field_ICR-D,S19S_0027_Sed_Field_ICR.D_p2.corems,sediment,20190813,39.89064,-105.91125,,,,,,,,,,,,,,,,,10.47,NPOC,mgCL,,,,,,,,,,-1.25,,,,,
S19S,S19S_0027_Sed_Field_ICR-M,S19S_0027_Sed_Field_ICR.M_p2.corems,sediment,20190813,39.89064,-105.91125,,,,,,,,,,,,,,,,,15.12,NPOC,mgCL,,,,,,,,,,-2.74,,,,,
S19S,S19S_0027_Sed_Field_ICR-U,S19S_0027_Sed_Field_ICR.U_p2.corems,sediment,20190813,39.89064,-105.91125,,,,,,,,,,,,,,,,,13.41,NPOC,mgCL,,,,,,,,,,-6.06,,,,,
S19S,S19S_0028_ICR-1,,river,20190806,33.750675,-111.507871,,,,,,,,,,,,,,,,,1.31,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0028_ICR-2,,river,20190806,33.750675,-111.507871,,,,,,,,,,,,,,,,,1.96,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0028_ICR-3,,river,20190806,33.750675,-111.507871,,,,,,,,,,,,,,,,,1.94,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0028_Sed_Field_ICR-D,S19S_0028_Sed_Field_ICR.D_p2.corems,sediment,20190806,33.750675,-111.507871,,,,,,,,,,,,,,,,,11.39,NPOC,mgCL,,,,,,,,,,-9.45,,,,,
S19S,S19S_0028_Sed_Field_ICR-M,S19S_0028_Sed_Field_ICR.M_p1.corems,sediment,20190806,33.750675,-111.507871,,,,,,,,,,,,,,,,,39.33,NPOC,mgCL,,,,,,,,,,-33.33,,,,,
S19S,S19S_0028_Sed_Field_ICR-U,S19S_0028_Sed_Field_ICR.U_p1.corems,sediment,20190806,33.750675,-111.507871,,,,,,,,,,,,,,,,,Above_Range_Greater_Than_22,NPOC,mgCL,,,,,,,,,,-16.54,,,,,
S19S,S19S_0029_ICR-1,,river,20190805,40.78319,-111.80126,,,,,,,,,,,,,,,,,0.49,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0029_ICR-2,,river,20190805,40.78319,-111.80126,,,,,,,,,,,,,,,,,0.73,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0029_ICR-3,,river,20190805,40.78319,-111.80126,,,,,,,,,,,,,,,,,0.81,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0029_Sed_Field_ICR-D,S19S_0029_Sed_Field_ICR.D_p2.corems,sediment,20190805,40.78319,-111.80126,,,,,,,,,,,,,,,,,14.91,NPOC,mgCL,,,,,,,,,,-79.25,,,,,
S19S,S19S_0029_Sed_Field_ICR-M,S19S_0029_Sed_Field_ICR.M_p2.corems,sediment,20190805,40.78319,-111.80126,,,,,,,,,,,,,,,,,31.55,NPOC,mgCL,,,,,,,,,,-110.45,,,,,
S19S,S19S_0029_Sed_Field_ICR-U,S19S_0029_Sed_Field_ICR.U_p2.corems,sediment,20190805,40.78319,-111.80126,,,,,,,,,,,,,,,,,10.93,NPOC,mgCL,,,,,,,,,,-10.71,,,,,
S19S,S19S_0030_ICR-1,,river,20190813,45.792348,-121.929131,,,,,,,,,,,,,,,,,Below_Range_Less_Than_0.45,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0030_ICR-2,,river,20190813,45.792348,-121.929131,,,,,,,,,,,,,,,,,0.63,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0030_ICR-3,,river,20190813,45.792348,-121.929131,,,,,,,,,,,,,,,,,0.53,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0030_Sed_Field_ICR-M,S19S_0030_Sed_Field_ICR.M_p15.corems,sediment,20190813,45.792348,-121.929131,,,,,,,,,,,,,,,,,12.24,NPOC,mgCL,,,,,,,,,,NA,,,,,
S19S,S19S_0030_Sed_Field_ICR-U,S19S_0030_Sed_Field_ICR.U_p2.corems,sediment,20190813,45.792348,-121.929131,,,,,,,,,,,,,,,,,6.84,NPOC,mgCL,,,,,,,,,,-9.01,,,,,
S19S,S19S_0031_ICR-1,,river,20190819,44.2602628,-122.1650676,,,,,,,,,,,,,,,,,0.5,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0031_ICR-2,,river,20190819,44.2602628,-122.1650676,,,,,,,,,,,,,,,,,Below_Range_Less_Than_0.45,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0031_ICR-3,,river,20190819,44.2602628,-122.1650676,,,,,,,,,,,,,,,,,0.91,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0031_Sed_Field_ICR-D,S19S_0031_Sed_Field_ICR.D_p2.corems,sediment,20190819,44.2602628,-122.1650676,,,,,,,,,,,,,,,,,6.34,NPOC,mgCL,,,,,,,,,,-1.84,,,,,
S19S,S19S_0031_Sed_Field_ICR-M,S19S_0031_Sed_Field_ICR.M_p2.corems,sediment,20190819,44.2602628,-122.1650676,,,,,,,,,,,,,,,,,4.63,NPOC,mgCL,,,,,,,,,,-1.15,,,,,
S19S,S19S_0031_Sed_Field_ICR-U,S19S_0031_Sed_Field_ICR.U_p2.corems,sediment,20190819,44.2602628,-122.1650676,,,,,,,,,,,,,,,,,6.42,NPOC,mgCL,,,,,,,,,,-1.29,,,,,
S19S,S19S_0032_ICR-1,,river,20190826,39.95545,-119.02313,,,,,,,,,,,,,,,,,1.75,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0032_ICR-2,,river,20190826,39.95545,-119.02313,,,,,,,,,,,,,,,,,1.93,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0032_ICR-3,,river,20190826,39.95545,-119.02313,,,,,,,,,,,,,,,,,2.4,NPOC,mgCL,,,,,,,,,,,,,,,
S19S,S19S_0032_Sed_Field_ICR-D,S19S_0032_Sed_Field_ICR.D_p2.corems,sediment,20190826,39.95545,-119.02313,,,,,,,,,,,,,,,,,34.48,NPOC,mgCL,,,,,,,,,,-15.13,,,,,
S19S,S19S_0032_Sed_Field_ICR-M,S19S_0032_Sed_Field_ICR.M_p2.corems,sediment,20190826,39.95545,-119.02313,,,,,,,,,,,,,,,,,14.81,NPOC,mgCL,,,,,,,,,,-3.73,,,,,
S19S,S19S_0032_Sed_Field_ICR-U,S19S_0032_Sed_Field_ICR.U_p2.corems,sediment,20190826,39.95545,-119.02313,,,,,,,,,,,,,,,,,22.13,NPOC,mgCL,,,,,,,,,,-46.77,,,,,
