global_dataset,sampleName,coreMSname,type,date_utc_YYYYMMDD,Latitude,Longitude,depth_m,N_value,species,units,N_value2,species,units,N_value3,species,units,N_value4,species,units,P_pool,species,units,C_pool,species,units,GHG,species,units,DO_mgL,BDOC_%_mean,BDOC_sd,chla_ugL,bacterial_activity,units,Respiration_mgDO_hr_L_sediment,,,Extraction_Efficiency(%;assumed_or_measured),Instrument(t),TARGET_carbon_normalization(ugCL-1)
ECA2,ECA2_0053_01,ECA2_0053_01_p1.corems,sediment,20201027,35.69104,-83.50405,,,,,,,,,,,,,,,,,25.5,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0053_02,ECA2_0053_02_p1.corems,sediment,20201027,35.69104,-83.50405,,,,,,,,,,,,,,,,,24.7,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0053_03,ECA2_0053_03_p1.corems,sediment,20201027,35.69104,-83.50405,,,,,,,,,,,,,,,,,19.6,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0053_04,ECA2_0053_04_p1.corems,sediment,20201027,35.69104,-83.50405,,,,,,,,,,,,,,,,,27.1,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0053_05,ECA2_0053_05_p1.corems,sediment,20201027,35.69104,-83.50405,,,,,,,,,,,,,,,,,35.8,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0053_06,ECA2_0053_06_p1.corems,sediment,20201027,35.69104,-83.50405,,,,,,,,,,,,,,,,,33.4,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0053_07,ECA2_0053_07_p1.corems,sediment,20201027,35.69104,-83.50405,,,,,,,,,,,,,,,,,18.4,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0053_08,ECA2_0053_08_p1.corems,sediment,20201027,35.69104,-83.50405,,,,,,,,,,,,,,,,,17.6,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0053_09,ECA2_0053_09_p1.corems,sediment,20201027,35.69104,-83.50405,,,,,,,,,,,,,,,,,17.2,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0053_10,ECA2_0053_10_p1.corems,sediment,20201027,35.69104,-83.50405,,,,,,,,,,,,,,,,,20.6,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0054_04,ECA2_0054_04_p15.corems,sediment,20201028,35.9578,-84.2792,,,,,,,,,,,,,,,,,28.8,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0054_05,ECA2_0054_05_p1.corems,sediment,20201028,35.9578,-84.2792,,,,,,,,,,,,,,,,,12,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0054_06,ECA2_0054_06_p15.corems,sediment,20201028,35.9578,-84.2792,,,,,,,,,,,,,,,,,16.7,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0054_09,ECA2_0054_09_p15.corems,sediment,20201028,35.9578,-84.2792,,,,,,,,,,,,,,,,,24.3,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0054_10,ECA2_0054_10_p15.corems,sediment,20201028,35.9578,-84.2792,,,,,,,,,,,,,,,,,30.5,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0055_01,ECA2_0055_01_p15.corems,sediment,20201027,33.751339,-111.508471,,,,,,,,,,,,,,,,,238.2,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0055_02,ECA2_0055_02_p15.corems,sediment,20201027,33.751339,-111.508471,,,,,,,,,,,,,,,,,11.6,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0055_03,ECA2_0055_03_p1.corems,sediment,20201027,33.751339,-111.508471,,,,,,,,,,,,,,,,,38.2,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0055_04,ECA2_0055_04_p15.corems,sediment,20201027,33.751339,-111.508471,,,,,,,,,,,,,,,,,15.9,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0055_05,ECA2_0055_05_p15.corems,sediment,20201027,33.751339,-111.508471,,,,,,,,,,,,,,,,,13.1,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0055_06,ECA2_0055_06_p15.corems,sediment,20201027,33.751339,-111.508471,,,,,,,,,,,,,,,,,46.5,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0055_07,ECA2_0055_07_p15.corems,sediment,20201027,33.751339,-111.508471,,,,,,,,,,,,,,,,,57.1,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0055_08,ECA2_0055_08_p15.corems,sediment,20201027,33.751339,-111.508471,,,,,,,,,,,,,,,,,63,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0055_09,ECA2_0055_09_p15.corems,sediment,20201027,33.751339,-111.508471,,,,,,,,,,,,,,,,,43.4,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0055_10,ECA2_0055_10_p15.corems,sediment,20201027,33.751339,-111.508471,,,,,,,,,,,,,,,,,18,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0056_01,ECA2_0056_01_p1.corems,sediment,20200914,40.03499,-105.54465,,,,,,,,,,,,,,,,,118.6,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0056_02,ECA2_0056_02_p1.corems,sediment,20200914,40.03499,-105.54465,,,,,,,,,,,,,,,,,52.3,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0056_03,ECA2_0056_03_p1.corems,sediment,20200914,40.03499,-105.54465,,,,,,,,,,,,,,,,,159.5,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0056_04,ECA2_0056_04_p1.corems,sediment,20200914,40.03499,-105.54465,,,,,,,,,,,,,,,,,290.4,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0056_05,ECA2_0056_05_p1.corems,sediment,20200914,40.03499,-105.54465,,,,,,,,,,,,,,,,,138,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0056_06,ECA2_0056_06_p1.corems,sediment,20200914,40.03499,-105.54465,,,,,,,,,,,,,,,,,26.3,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0056_07,ECA2_0056_07_p1.corems,sediment,20200914,40.03499,-105.54465,,,,,,,,,,,,,,,,,232.2,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0056_08,ECA2_0056_08_p1.corems,sediment,20200914,40.03499,-105.54465,,,,,,,,,,,,,,,,,149.4,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0056_09,ECA2_0056_09_p1.corems,sediment,20200914,40.03499,-105.54465,,,,,,,,,,,,,,,,,33.1,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0056_10,ECA2_0056_10_p1.corems,sediment,20200914,40.03499,-105.54465,,,,,,,,,,,,,,,,,55.9,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0058_03,ECA2_0058_03_p1.corems,sediment,20201013,39.75858,-102.44882,,,,,,,,,,,,,,,,,24.9,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0058_04,ECA2_0058_04_p1.corems,sediment,20201013,39.75858,-102.44882,,,,,,,,,,,,,,,,,79.5,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0058_05,ECA2_0058_05_p1.corems,sediment,20201013,39.75858,-102.44882,,,,,,,,,,,,,,,,,153.4,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0058_06,ECA2_0058_06_p1.corems,sediment,20201013,39.75858,-102.44882,,,,,,,,,,,,,,,,,66.5,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0058_07,ECA2_0058_07_p1.corems,sediment,20201013,39.75858,-102.44882,,,,,,,,,,,,,,,,,35.6,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0058_08,ECA2_0058_08_p1.corems,sediment,20201013,39.75858,-102.44882,,,,,,,,,,,,,,,,,75.1,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0058_09,ECA2_0058_09_p1.corems,sediment,20201013,39.75858,-102.44882,,,,,,,,,,,,,,,,,90.7,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0058_10,ECA2_0058_10_p1.corems,sediment,20201013,39.75858,-102.44882,,,,,,,,,,,,,,,,,20.9,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0061_01,ECA2_0061_01_p1.corems,sediment,20200904,46.373006,-119.272194,,,,,,,,,,,,,,,,,204,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0061_02,ECA2_0061_02_p1.corems,sediment,20200904,46.373006,-119.272194,,,,,,,,,,,,,,,,,108.9,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0061_03,ECA2_0061_03_p1.corems,sediment,20200904,46.373006,-119.272194,,,,,,,,,,,,,,,,,107.9,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0061_04,ECA2_0061_04_p1.corems,sediment,20200904,46.373006,-119.272194,,,,,,,,,,,,,,,,,99.9,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0061_05,ECA2_0061_05_p1.corems,sediment,20200904,46.373006,-119.272194,,,,,,,,,,,,,,,,,92.7,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0061_06,ECA2_0061_06_p1.corems,sediment,20200904,46.373006,-119.272194,,,,,,,,,,,,,,,,,115.9,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0061_07,ECA2_0061_07_p1.corems,sediment,20200904,46.373006,-119.272194,,,,,,,,,,,,,,,,,92,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0061_08,ECA2_0061_08_p1.corems,sediment,20200904,46.373006,-119.272194,,,,,,,,,,,,,,,,,65.1,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0061_09,ECA2_0061_09_p1.corems,sediment,20200904,46.373006,-119.272194,,,,,,,,,,,,,,,,,109.6,NPOC,mgCL,,,,,,,,,,,,,,,
ECA2,ECA2_0061_10,ECA2_0061_10_p1.corems,sediment,20200904,46.373006,-119.272194,,,,,,,,,,,,,,,,,190.7,NPOC,mgCL,,,,,,,,,,,,,,,
FONVIELLE,Austria_01,,lake,20190426,46.604,14.58668333,0.5,17.67722922,TDN,umolL,,,,,,,,,,,,,3.356666667,DOC,mgCL,NA,CO2,ppm,,,,8.733333333,16.14802014,ug_C_L-1_day-1,,,,,,
FONVIELLE,Austria_02,,lake,20190427,46.6296,14.1255,0.5,11.31599689,TDN,umolL,,,,,,,,,,,,,1.974666667,DOC,mgCL,NA,CO2,ppm,,,,3.213333333,0.243089209,ug_C_L-1_day-1,,,,,,
FONVIELLE,Austria_03,,lake,20190428,46.58293333,14.15143333,0.5,29.52154394,TDN,umolL,,,,,,,,,,,,,2.482333333,DOC,mgCL,NA,CO2,ppm,,,,1.143333333,0.762385119,ug_C_L-1_day-1,,,,,,
FONVIELLE,Austria_04,,lake,20190429,46.57238333,13.92508333,0.5,21.36831464,TDN,umolL,,,,,,,,,,,,,1.183,DOC,mgCL,NA,CO2,ppm,,,,0.433333333,0.117242745,ug_C_L-1_day-1,,,,,,
FONVIELLE,Austria_05,,lake,20190501,46.65683333,13.90291667,0.5,28.34353796,TDN,umolL,,,,,,,,,,,,,2.167666667,DOC,mgCL,NA,CO2,ppm,,,,1.726666667,0.571623821,ug_C_L-1_day-1,,,,,,
FONVIELLE,Austria_06,,lake,20190503,47.62651667,13.84415,0.5,27.25120514,TDN,umolL,,,,,,,,,,,,,1.478666667,DOC,mgCL,NA,CO2,ppm,,,,0.843333333,0.069307738,ug_C_L-1_day-1,,,,,,
FONVIELLE,Austria_07,,lake,20190505,47.63855,13.77566667,0.5,29.42873135,TDN,umolL,,,,,,,,,,,,,1.697333333,DOC,mgCL,996.7885,CO2,ppm,,,,3.99,0.066371548,ug_C_L-1_day-1,,,,,,
FONVIELLE,Croatia_01,,lake,20190420,43.882772,15.592607,0.5,30.87089626,TDN,umolL,,,,,,,,,,,,,10.04333333,DOC,mgCL,458.1205,CO2,ppm,,,,27.2,2.989997275,ug_C_L-1_day-1,,,,,,
FONVIELLE,Croatia_02,,lake,20190421,43.07646667,17.4094,0.5,10.67344817,TDN,umolL,,,,,,,,,,,,,2.038,DOC,mgCL,461.2055,CO2,ppm,,,,3.966666667,0.525714557,ug_C_L-1_day-1,,,,,,
FONVIELLE,Croatia_03,,lake,20190422,43.865168,15.963112,0.5,20.0832172,TDN,umolL,,,,,,,,,,,,,0.6068,DOC,mgCL,1245.12,CO2,ppm,,,,1.603333333,1.237365046,ug_C_L-1_day-1,,,,,,
FONVIELLE,Croatia_04,,lake,20190423,44.887907,15.606738,0.5,NA,TDN,umolL,,,,,,,,,,,,,NA,DOC,mgCL,NA,CO2,ppm,,,,1.173333333,0.064892073,ug_C_L-1_day-1,,,,,,
FONVIELLE,Denmark_01,,lake,20190616,56.11676667,9.696116667,0.5,42.00840739,TDN,umolL,,,,,,,,,,,,,3.638333333,DOC,mgCL,516.9635,CO2,ppm,,,,5.24,2.839864651,ug_C_L-1_day-1,,,,,,
FONVIELLE,Finland_01,,lake,20190906,69.0161,20.85318333,0.5,5.202502799,TDN,umolL,,,,,,,,,,,,,1.374,DOC,mgCL,532.679,CO2,ppm,,,,1.68,0.215593726,ug_C_L-1_day-1,,,,,,
FONVIELLE,Finland_02,,lake,20190917,69.21423333,26.87068333,0.5,8.303157342,TDN,umolL,,,,,,,,,,,,,3.698,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,,,
FONVIELLE,Finland_03,,lake,20190917,69.02805,27.01386667,0.5,8.58873455,TDN,umolL,,,,,,,,,,,,,2.616,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_04,,lake,20190917,68.90131667,27.08461667,0.5,7.048759453,TDN,umolL,,,,,,,,,,,,,2.718,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_05,,lake,20190918,67.99148333,26.87271667,0.5,10.35931324,TDN,umolL,,,,,,,,,,,,,4.671,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_06,,lake,20190918,67.462093,27.075786,0.5,17.31311827,TDN,umolL,,,,,,,,,,,,,7.024,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_07,,lake,20190919,66.71196667,27.41046667,0.5,13.7505426,TDN,umolL,,,,,,,,,,,,,5.781,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_08,,lake,20190919,66.25448333,29.0401,0.5,9.609673071,TDN,umolL,,,,,,,,,,,,,3.943,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_09,,lake,20190919,65.93561667,29.26053333,0.5,13.29361906,TDN,umolL,,,,,,,,,,,,,4.829,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_10,,lake,20190920,65.5841,28.9106,0.5,6.916679994,TDN,umolL,,,,,,,,,,,,,1.652,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_11,,lake,20190920,64.88691667,28.92543333,0.5,10.67344817,TDN,umolL,,,,,,,,,,,,,6.871,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_12,,lake,20190921,64.4902,28.16936667,0.5,13.2793402,TDN,umolL,,,,,,,,,,,,,7.067,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_13,,lake,20190921,64.26941667,27.89293333,0.5,15.04277947,TDN,umolL,,,,,,,,,,,,,8.627,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_14,,lake,20190921,63.5406,29.12776667,0.5,19.48350506,TDN,umolL,,,,,,,,,,,,,7.877,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_15,,lake,20190922,62.5967798,29.7205214,0.5,NA,TDN,umolL,,,,,,,,,,,,,NA,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_16,,lake,20190922,61.8771444,29.9168209,0.5,NA,TDN,umolL,,,,,,,,,,,,,NA,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_17,,lake,20190922,61.14013333,28.49605,0.5,19.96898632,TDN,umolL,,,,,,,,,,,,,7.086,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_18,,lake,20190924,60.3741428,23.6935582,0.5,15.67104932,TDN,umolL,,,,,,,,,,,,,5.367,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_19,,lake,20190924,60.4585891,22.3788332,0.5,21.56821868,TDN,umolL,,,,,,,,,,,,,5.237,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,Finland_20,,lake,20190924,60.5001265,22.2046013,0.5,19.62629366,TDN,umolL,,,,,,,,,,,,,5.82,DOC,mgCL,NA,CO2,ppm,,,,NA,NA,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,France_01,,lake,20190510,45.75428333,5.8667,0.5,31.70620959,TDN,umolL,,,,,,,,,,,,,1.452666667,DOC,mgCL,NA,CO2,ppm,,,,1.66,0.518544791,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,France_02,,lake,20190511,45.86936667,6.161516667,0.5,14.4359279,TDN,umolL,,,,,,,,,,,,,1.102333333,DOC,mgCL,NA,CO2,ppm,,,,1.083333333,0.132925186,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,France_03,,lake,20190512,45.57101667,5.802966667,0.5,NA,TDN,umolL,,,,,,,,,,,,,NA,DOC,mgCL,426.108,CO2,ppm,,,,2.093333333,0.2687638,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,France_04,,lake,20190531,46.42688333,6.609866667,0.5,30.8566174,TDN,umolL,,,,,,,,,,,,,1.225,DOC,mgCL,NA,CO2,ppm,,,,0.326666667,0.345036454,ug_C_L-1_day-1,,,,60,9.4,40
FONVIELLE,France_05,,lake,20190602,48.06878333,6.9533,0.5,12.42974801,TDN,umolL,,,,,,,,,,,,,1.692333333,DOC,mgCL,565.241,CO2,ppm,,,,1.956666667,1.261355311,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,France_06,,lake,20190601,46.80805,6.303833333,0.5,51.12545978,TDN,umolL,,,,,,,,,,,,,2.3765,DOC,mgCL,455.4485,CO2,ppm,,,,0.683333333,0.924194219,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,France_07,,lake,20190602,48.69223333,6.9205,0.5,29.35733705,TDN,umolL,,,,,,,,,,,,,10.078,DOC,mgCL,565.241,CO2,ppm,,,,3.6,3.11133703,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_01,,lake,20190506,48.02063333,11.10475,0.5,68.08160654,TDN,umolL,,,,,,,,,,,,,3.105333333,DOC,mgCL,430.171,CO2,ppm,,,,3.093333333,0.087607712,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_02,,lake,20190603,50.413287,7.271549,0.5,22.81047954,TDN,umolL,,,,,,,,,,,,,NA,DOC,mgCL,415.65,CO2,ppm,,,,2.41,1.284139234,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_03,,lake,20190604,52.88853333,11.46245,0.5,41.81564278,TDN,umolL,,,,,,,,,,,,,10.805,DOC,mgCL,799.7695,CO2,ppm,,,,17.78,4.197841094,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_04,,lake,20190605,53.155922,13.032579,0.5,20.32595783,TDN,umolL,,,,,,,,,,,,,7.883,DOC,mgCL,642.982,CO2,ppm,,,,3.813333333,3.523154732,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_05,,lake,20190606,53.347494,13.439851,0.5,24.18125014,TDN,umolL,,,,,,,,,,,,,6.387666667,DOC,mgCL,NA,CO2,ppm,,,,2.706666667,1.473147922,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_06,,lake,20190606,53.33531667,13.45295,0.5,22.5177629,TDN,umolL,,,,,,,,,,,,,6.586333333,DOC,mgCL,NA,CO2,ppm,,,,1.33,0.944770309,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_07,,lake,20190607,53.51085,12.66841667,0.5,42.765187,TDN,umolL,,,,,,,,,,,,,9.709666667,DOC,mgCL,424.494,CO2,ppm,,,,2.193333333,1.452685638,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_08,,lake,20190608,53.64273333,11.93383333,0.5,30.28546298,TDN,umolL,,,,,,,,,,,,,6.004,DOC,mgCL,NA,CO2,ppm,,,,2.21,2.226041637,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_09,,lake,20190609,53.7912,12.10758333,0.5,72.39382239,TDN,umolL,,,,,,,,,,,,,14.28666667,DOC,mgCL,451.491,CO2,ppm,,,,22.38,12.95986418,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_10,,lake,20190611,53.17703333,13.86323333,0.5,47.31300404,TDN,umolL,,,,,,,,,,,,,9.38,DOC,mgCL,NA,CO2,ppm,,,,2.87,3.744825688,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Germany_11,,lake,20190615,54.12191667,10.41251667,0.5,26.66577186,TDN,umolL,,,,,,,,,,,,,5.473333333,DOC,mgCL,NA,CO2,ppm,,,,5.37,3.590413966,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Italy_01,,lake,20190408,43.14788333,12.0673,0.5,34.38349592,TDN,umolL,,,,,,,,,,,,,12.24,DOC,mgCL,479.871,CO2,ppm,,,,7.076666667,3.008593145,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Italy_02,,lake,20190411,39.55281667,16.02246667,0.5,NA,TDN,umolL,,,,,,,,,,,,,4.1675,DOC,mgCL,683.576,CO2,ppm,,,,9.065,4.13135574,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Italy_03,,lake,20190412,40.93316667,15.60496667,0.5,3.00070252,TDN,umolL,,,,,,,,,,,,,0.1,DOC,mgCL,NA,CO2,ppm,,,,6.9,0.80060111,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Italy_04,,lake,20190413,41.41313333,14.39056667,0.5,9702.485664,TDN,umolL,,,,,,,,,,,,,1.613,DOC,mgCL,NA,CO2,ppm,,,,10.66,1.25370756,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Italy_05,,lake,20190414,42.12868333,12.24681667,0.5,17.99850358,TDN,umolL,,,,,,,,,,,,,NA,DOC,mgCL,NA,CO2,ppm,,,,NA,0.146194943,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Italy_06,,lake,20190415,42.60791667,11.94383333,0.5,10.33075552,TDN,umolL,,,,,,,,,,,,,8.423,DOC,mgCL,NA,CO2,ppm,,,,3.146666667,0.497035493,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Italy_07,,lake,20190417,45.95525,8.62777,0.5,48562.40433,TDN,umolL,,,,,,,,,,,,,0.9154,DOC,mgCL,1497.72,CO2,ppm,,,,0.74,0.459820993,ug_C_L-1_day-1,,,,NOT REPORTED,15,NOT REPORTED
FONVIELLE,Italy_08,,lake,20190418,45.68321667,10.73628333,0.5,18.69102831,TDN,umolL,,,,,,,,,,,,,0.873066667,DOC,mgCL,NA,CO2,ppm,,,,NA,0.127098328,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_01,,lake,20190626,58.99603333,11.53458333,0.5,24.80952,TDN,umolL,,,,,,,,,,,,,5.524666667,DOC,mgCL,368.5455,CO2,ppm,,,,2.313333333,0.564089876,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_02,,lake,20190627,60.4186979,11.2191583,0.5,29.23596674,TDN,umolL,,,,,,,,,,,,,2.427333333,DOC,mgCL,NA,CO2,ppm,,,,3.08,0.877169658,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_04,,lake,20190812,60.188,10.71878333,0.5,21.78240159,TDN,umolL,,,,,,,,,,,,,3.385,DOC,mgCL,540.5865,CO2,ppm,,,,3.403333333,NA,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_05,,lake,20190813,61.56633333,11.2144,0.5,8.431667086,TDN,umolL,,,,,,,,,,,,,2.593,DOC,mgCL,399.499,CO2,ppm,,,,2.826666667,1.167374473,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_06,,lake,20190815,62.3051,10.52238333,0.5,6.488314181,TDN,umolL,,,,,,,,,,,,,1.872,DOC,mgCL,466.374,CO2,ppm,,,,0.77,0.170640431,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_07,,lake,20190907,69.14265,20.754,0.5,5.904308789,TDN,umolL,,,,,,,,,,,,,1.451,DOC,mgCL,465.146,CO2,ppm,,,,1.446666667,0.334634603,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_08,,lake,20190908,69.8178023,20.8624474,0.5,8.081835005,TDN,umolL,,,,,,,,,,,,,2.404,DOC,mgCL,420.029,CO2,ppm,,,,4.485,0.480442606,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_09,,lake,20190909,69.90976667,21.29786667,0.5,5.979272806,TDN,umolL,,,,,,,,,,,,,1.125,DOC,mgCL,479.8655,CO2,ppm,,,,1.263333333,NA,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_10,,lake,20190910,70.02411667,22.93045,0.5,5.130394553,TDN,umolL,,,,,,,,,,,,,0.5491,DOC,mgCL,417.879,CO2,ppm,,,,0.69,0.090248007,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_11,,lake,20190911,70.0659,23.53928333,0.5,8.303157342,TDN,umolL,,,,,,,,,,,,,3.036,DOC,mgCL,433.494,CO2,ppm,,,,1.47,0.224857519,ug_C_L-1_day-1,,,,,,
FONVIELLE,Norway_12,,lake,20190912,70.10895,23.56088333,0.5,8.124671586,TDN,umolL,,,,,,,,,,,,,3.882,DOC,mgCL,459.7645,CO2,ppm,,,,1.616666667,0.159373656,ug_C_L-1_day-1,,,,,,
