sample,nosc.rao,HC.rao,OC_rao
ECA2_0048_01_p1.corems,0.035748052,0.038106023,0.037748913
ECA2_0048_02_p1.corems,0.036841536,0.037785399,0.03793183
ECA2_0048_03_p1.corems,0.037432006,0.03856206,0.038893936
ECA2_0048_04_p1.corems,0.034062657,0.036640667,0.035438411
ECA2_0048_05_p1.corems,0.019340722,0.02052951,0.020262698
ECA2_0048_06_p1.corems,0.032419237,0.03325273,0.035946841
ECA2_0048_07_p1.corems,0.03353917,0.035708173,0.035545271
ECA2_0048_08_p1.corems,0.037262796,0.039390478,0.037723329
ECA2_0048_09_p1.corems,0.024009495,0.023561615,0.024901046
ECA2_0048_10_p1.corems,0.027017986,0.027635954,0.030251982
ECA2_0049_01_p15.corems,0.016725488,0.017547465,0.016984854
ECA2_0049_02_p15.corems,0.016945738,0.018039272,0.016926224
ECA2_0049_03_p15.corems,0.016710776,0.018272341,0.017743676
ECA2_0049_04_p15.corems,0.013457465,0.014802984,0.013506719
ECA2_0049_05_p15.corems,0.016678698,0.0169924,0.017828475
ECA2_0049_06_p15.corems,0.014868233,0.01518178,0.016246083
ECA2_0049_07_p15.corems,0.025503238,0.025508841,0.026872232
ECA2_0049_08_p15.corems,0.021066443,0.021211701,0.022150031
ECA2_0049_09_p15.corems,0.016118091,0.01690043,0.017240435
ECA2_0049_10_p15.corems,0.014073044,0.014586638,0.015484003
ECA2_0050_01_p1.corems,0.017650526,0.017272933,0.019209471
ECA2_0050_02_p1.corems,0.017258635,0.016878835,0.018617804
ECA2_0050_03_p1.corems,0.016143988,0.016147508,0.017565437
ECA2_0050_04_p1.corems,0.009778131,0.008528411,0.011618209
ECA2_0050_05_p1.corems,0.019006537,0.019489795,0.021112209
ECA2_0050_06_p1.corems,0.011421293,0.011015276,0.012916851
ECA2_0050_07_p1.corems,0.01991374,0.019928998,0.021335501
ECA2_0050_08_p1.corems,0.014773038,0.01426353,0.01640668
ECA2_0050_09_p1.corems,0.014969752,0.013817367,0.017310347
ECA2_0050_10_p1.corems,0.013482844,0.01376183,0.014058793
ECA2_0051_01_p1.corems,0.013632432,0.012857625,0.014886275
ECA2_0051_02_p1.corems,0.012560884,0.011645162,0.014431038
ECA2_0051_03_p1.corems,0.009457401,0.009106678,0.011010349
ECA2_0051_04_p1.corems,0.016721359,0.015893185,0.017874309
ECA2_0051_05_p1.corems,0.013530755,0.012377473,0.015425378
ECA2_0051_06_p1.corems,0.011098167,0.009942883,0.012510536
ECA2_0051_07_p1.corems,0.012302049,0.011348221,0.01430938
ECA2_0051_08_p1.corems,0.011917548,0.01088523,0.013465417
ECA2_0051_09_p1.corems,0.010425466,0.009138426,0.012252031
ECA2_0051_10_p1.corems,0.00728659,0.006243532,0.008355058
ECA2_0052_01_p1.corems,0.006455373,0.006606613,0.007081783
ECA2_0052_05_p1.corems,0.003996933,0.003894709,0.005139865
ECA2_0052_10_p1.corems,0.00682686,0.006682928,0.008654034
ECA2_0053_01_p1.corems,0.012828536,0.012243414,0.013698057
ECA2_0053_02_p1.corems,0.014406775,0.013791684,0.015526005
ECA2_0053_03_p1.corems,0.014758612,0.014117161,0.015598312
ECA2_0053_04_p1.corems,0.011982072,0.011205846,0.013185045
ECA2_0053_05_p1.corems,0.013677516,0.013045342,0.015162646
ECA2_0053_06_p1.corems,0.008860879,0.008756939,0.011943403
ECA2_0053_07_p1.corems,0.007444746,0.007134813,0.010147194
ECA2_0053_08_p1.corems,0.01066717,0.010288397,0.011231888
ECA2_0053_09_p1.corems,0.013338659,0.012699668,0.014036501
ECA2_0053_10_p1.corems,0.012010671,0.011296036,0.013198299
ECA2_0054_04_p15.corems,0.015879914,0.01576102,0.01804444
ECA2_0054_05_p1.corems,0.005713473,0.005318977,0.006625708
ECA2_0054_06_p15.corems,0.012097735,0.01150829,0.015384536
ECA2_0054_09_p15.corems,0.010253182,0.008688438,0.014127959
ECA2_0054_10_p15.corems,0.019129549,0.018196567,0.022849436
ECA2_0055_01_p15.corems,0.026982721,0.02700299,0.029790203
ECA2_0055_02_p15.corems,0.03342565,0.036068187,0.032934131
ECA2_0055_03_p1.corems,0.0310346,0.032732188,0.032389774
ECA2_0055_04_p15.corems,0.030098827,0.033413914,0.028094328
ECA2_0055_05_p15.corems,0.0238337,0.025926866,0.023139267
ECA2_0055_06_p15.corems,0.021676548,0.021276822,0.025298374
ECA2_0055_07_p15.corems,0.020372667,0.02055771,0.023331755
ECA2_0055_08_p15.corems,0.023231313,0.023273847,0.026493071
ECA2_0055_09_p15.corems,0.030423832,0.033475854,0.031306407
ECA2_0055_10_p15.corems,0.030152042,0.031920834,0.028480105
ECA2_0056_01_p1.corems,0.008507422,0.007735979,0.010004537
ECA2_0056_02_p1.corems,0.003486049,0.003490632,0.004772311
ECA2_0056_03_p1.corems,0.004389161,0.004068687,0.00541327
ECA2_0056_04_p1.corems,0.00338959,0.003187353,0.004182615
ECA2_0056_05_p1.corems,0.003447909,0.003111313,0.004120594
ECA2_0056_06_p1.corems,0.011095677,0.010583346,0.012469145
ECA2_0056_07_p1.corems,0.005078645,0.004770918,0.005628707
ECA2_0056_08_p1.corems,0.003444457,0.003174444,0.003948511
ECA2_0056_09_p1.corems,0.006202222,0.005464448,0.007126514
ECA2_0056_10_p1.corems,0.006203017,0.005726074,0.00722812
ECA2_0058_03_p1.corems,0.018367146,0.017712631,0.018304237
ECA2_0058_04_p1.corems,0.007268899,0.006968478,0.007568394
ECA2_0058_05_p1.corems,0.023752389,0.021629486,0.023557115
ECA2_0058_06_p1.corems,0.023892671,0.022115966,0.023912287
ECA2_0058_07_p1.corems,0.018197171,0.016867556,0.018028789
ECA2_0058_08_p1.corems,0.009682028,0.009213891,0.010307637
ECA2_0058_09_p1.corems,0.014999704,0.014128173,0.014862564
ECA2_0058_10_p1.corems,0.026194572,0.023997137,0.026673518
ECA2_0061_01_p1.corems,0.010339974,0.010149931,0.011201557
ECA2_0061_02_p1.corems,0.012856497,0.012650396,0.01384209
ECA2_0061_03_p1.corems,0.017192617,0.017024868,0.018419122
ECA2_0061_04_p1.corems,0.016630479,0.016882825,0.01747727
ECA2_0061_05_p1.corems,0.015709648,0.015584219,0.017325959
ECA2_0061_06_p1.corems,0.012421676,0.012453864,0.013840487
ECA2_0061_07_p1.corems,0.013389047,0.013018635,0.014996152
ECA2_0061_08_p1.corems,0.014751176,0.014583584,0.016204966
ECA2_0061_09_p1.corems,0.017329701,0.017469127,0.018414903
ECA2_0061_10_p1.corems,0.013021442,0.012927057,0.013720774
ECA2_DI_Day1.1_p1.corems,0.005829565,0.005214465,0.007797644
ECA2_DI_Day1.2_p1.corems,0.007868317,0.006422756,0.01005765
ECA2_DI_Day2.1_p1.corems,0.009534479,0.007859232,0.011871094
ECA2_DI_Day2.2_p1.corems,0.010150879,0.008623966,0.012707807
ECA2_DI_Day3.1_p1.corems,0.008135398,0.006754772,0.010788361
ECA2_DI_Day3.2_p1.corems,0.010278338,0.008417088,0.012987631
ECA2_DI_Day4.1_p08.corems,0.014372767,0.011644101,0.018293019
ECA2_DI_Day4.2_p1.corems,0.011867668,0.009811755,0.015120658
ECA2_DI_Day5.1_p1.corems,0.012619589,0.010832277,0.01625757
ECA2_DI_Day5.2_p1.corems,0.007199573,0.006519953,0.010023704
ECA2_DI_Day6.1_p1.corems,0.00902291,0.007721345,0.01094163
ECA2_DI_Day6.2_p1.corems,0.008163337,0.006706364,0.010058138
ECA2_DI_Day7.1_p1.corems,0.012949543,0.010737692,0.01648404
ECA2_DI_Day7.2_p1.corems,0.010707996,0.00984001,0.013356192
Holt2023_AHrelative_.walking.calibration_AN_OUTFLOW_1_13_02_2020_05.10.21.corems,0.057539975,0.06122692,0.061605173
Holt2023_AHrelative_.walking.calibration_CA_OUTFLOW_2_10_02_2020_04.10.21.corems,0.106392651,0.122530676,0.124980516
Holt2023_AHrelative_.walking.calibration_CAR_OUTFLOW_1_29_02_2020_15.10.21.corems,0.115839799,0.129890902,0.129960949
KL.DeepDOM_KN210_1019.corems,0.008240591,0.007670211,0.010452311
KL.DeepDOM_kn210_104.corems,0.001639583,0.001983596,0.002036875
KL.DeepDOM_KN210_1046.corems,0.001549511,0.001987988,0.002051897
KL.DeepDOM_KN210_1050.corems,0.001322955,0.001728619,0.001894501
KL.DeepDOM_KN210_12.corems,0.003454343,0.003627745,0.004410541
KL.DeepDOM_kn210_262.corems,0.002247635,0.002004033,0.002831419
KL.DeepDOM_KN210_265.corems,0.001749683,0.002628461,0.002830516
KL.DeepDOM_KN210_27.corems,0.004249992,0.004944405,0.005450827
KL.DeepDOM_kn210_273.corems,0.001429165,0.001809611,0.001948821
KL.DeepDOM_KN210_330.corems,0.002224703,0.002866938,0.002969562
KL.DeepDOM_kn210_343.corems,0.001844164,0.001853098,0.002470727
KL.DeepDOM_kn210_372.corems,0.000249573,0.000273259,0.000344986
KL.DeepDOM_kn210_38.corems,0.001100494,0.001173377,0.001486832
KL.DeepDOM_kn210_46.corems,0.000709914,0.000795251,0.000998265
KL.DeepDOM_KN210_51.corems,0.006734303,0.006417451,0.00865604
KL.DeepDOM_kn210_621.corems,0.002569616,0.001980619,0.003160724
KL.DeepDOM_KN210_631.corems,0.000927481,0.001262026,0.001353538
KL.DeepDOM_kn210_671.corems,0.001503887,0.001869757,0.002031314
KL.DeepDOM_KN210_682.corems,0.001053073,0.001371856,0.001511736
KL.DeepDOM_KN210_77.corems,0.000733431,0.000960318,0.001025765
KL.DeepDOM_KN210_964.corems,0.001640868,0.00203631,0.002124923
KL.DeepDOM_kn210_975.corems,0.004755924,0.003828358,0.005852084
KL.DeepDOM_kn210_979.corems,0.000772779,0.000845438,0.001053763
KL.DeepDOM_KN210_995.corems,0.00103415,0.00132421,0.001418954
KL.DeepDOM_kn210_999.corems,0.001545562,0.001199927,0.001892404
KL.HLY1104_12pplReal.corems,0.001873791,0.001632689,0.002456888
KL.HLY1104_18ppl.corems,0.041846613,0.037006856,0.048580306
KL.HLY1104_19ppl.corems,0.006900479,0.006522095,0.007711109
KL.HLY1104_32ppl.corems,0.034630684,0.030755341,0.040605807
KL.HLY1104_35ppl.corems,0.000924124,0.000943481,0.001352352
KL.HLY1104_37ppl.corems,0.031657473,0.02891597,0.037116915
KL.HLY1104_38ppl.corems,0.012912071,0.012569399,0.01462731
KL.HLY1104_47ppl.corems,0.023615278,0.0223899,0.027351557
KL.HLY1104_48ppl.corems,0.027018812,0.022957306,0.031038656
KL.HLY1104_49ppl.corems,0.0028043,0.002447955,0.003428224
KL.HLY1104_50ppl.corems,0.00922432,0.008695278,0.010257521
KL.HLY1104_58ppl.corems,0.022239152,0.02099049,0.025984064
KL.HLY1104_59ppl.corems,0.035587606,0.033201396,0.040888948
KL.HLY1104_60ppl.corems,0.003895099,0.003779852,0.00436577
KL.HLY1104_61ppl.corems,0.005668072,0.00576055,0.006439885
KL.HLY1104_8ppl.corems,0.027632769,0.023375053,0.031708728
ManyFiles_Italy.09_113_01_23186.corems,2.18E-05,2.19E-05,2.03E-05
ManyFiles_Italy09_008_01_22931.corems,0.002741229,0.002781188,0.003394453
ManyFiles_Italy09_008_01_22941.corems,0.002753638,0.002766796,0.003396997
ManyFiles_MasterMix_dil_030_01_23104.corems,0.009955209,0.010131983,0.011748511
ManyFiles_MasterMix_dil_030_01_23118.corems,0.009942596,0.009960445,0.011800323
ManyFiles_MGC1903171_FTMS_Lakes_FJ_Italy_01_001_01_22911.corems,0.001587738,0.001414417,0.001997332
ManyFiles_MGC1903171_FTMS_Lakes_FJ_Italy_01_114_01_23188.corems,0.002150718,0.001874241,0.002672075
ManyFiles_MGC1903171_FTMS_Lakes_FJ_Italy_01_dill_114_01_23200.corems,0.001851621,0.001632145,0.002265034
ManyFiles_MGC1903171_FTMS_Lakes_FJ_Italy_01_dill_114_01_23206.corems,0.002074398,0.001846871,0.002542026
ManyFiles_MGC1903172_FTMS_Lakes_FJ_Italy_02_022_01_22995.corems,0.018621433,0.019554048,0.020136346
ManyFiles_MGC1903172_FTMS_Lakes_FJ_Italy_02_022_01_23005.corems,0.019053703,0.019988509,0.020722579
ManyFiles_MGC1903173_FTMS_Lakes_FJ_Italy_03_014_01_22888.corems,3.64E-05,2.64E-05,5.13E-05
ManyFiles_MGC1903173_FTMS_Lakes_FJ_Italy_03_101_01_23143.corems,0.004906269,0.003909333,0.006341185
ManyFiles_MGC1903173_FTMS_Lakes_FJ_Italy_03_dil_101_01_23151.corems,0.004934068,0.004001656,0.006491788
ManyFiles_MGC1903173_FTMS_Lakes_FJ_Italy_03_dil_101_01_23167.corems,0.004801426,0.003868184,0.006320326
ManyFiles_MGC1903174_FTMS_Lakes_FJ_Italy_04_109_01_22621.corems,0.002983345,0.002979077,0.003138635
ManyFiles_MGC1903175_FTMS_Lakes_FJ_Italy_05_006_01_22927.corems,0.004296297,0.003424908,0.005377647
ManyFiles_MGC1903175_FTMS_Lakes_FJ_Italy_05_006_01_22937.corems,0.00430153,0.003469192,0.005418639
ManyFiles_MGC1903175_FTMS_Lakes_FJ_Italy_05_116_01_23192.corems,0.00194996,0.001579858,0.002429614
ManyFiles_MGC1903175_FTMS_Lakes_FJ_Italy_05_dill_116_01_23210.corems,0.002727302,0.002199237,0.003438586
ManyFiles_MGC1903175_FTMS_Lakes_FJ_Italy_05_dill_116_01_23222.corems,0.002070404,0.001684664,0.002570345
ManyFiles_MGC1903176_FTMS_Lakes_FJ_Italy_06_004_01_22917.corems,5.98E-05,5.63E-05,6.48E-05
ManyFiles_MGC1903176_FTMS_Lakes_FJ_Italy_06_115_01_23190.corems,0.002300218,0.001784826,0.002962432
ManyFiles_MGC1903176_FTMS_Lakes_FJ_Italy_06_dill_115_01_23202.corems,0.003183112,0.002445291,0.004065498
ManyFiles_MGC1903176_FTMS_Lakes_FJ_Italy_06_dill_115_01_23208.corems,0.003242755,0.002467298,0.004135417
ManyFiles_MGC1903177_FTMS_Lakes_FJ_Italy_07_016_01_22973.corems,0.00947271,0.008701775,0.011500016
ManyFiles_MGC1903177_FTMS_Lakes_FJ_Italy_07_016_01_22983.corems,0.009382592,0.008670785,0.011382412
ManyFiles_MGC1903178_FTMS_Lakes_FJ_Italy_08_124_01_22863.corems,0.004243699,0.003900035,0.005141855
ManyFiles_MGC1903178_FTMS_Lakes_FJ_Italy_08_124_01_22873.corems,0.004129857,0.003703479,0.004905112
ManyFiles_MGC1903179_FTMS_Lakes_FJ_Croatia_01_118_01_22619.corems,0.00143839,0.00158749,0.00143609
ManyFiles_MGC1903180_FTMS_Lakes_FJ_Croatia_02_020_01_22981.corems,0.006177786,0.006375787,0.00698557
ManyFiles_MGC1903180_FTMS_Lakes_FJ_Croatia_02_020_01_22991.corems,0.005767509,0.005969016,0.006546503
ManyFiles_MGC1903180_FTMS_Lakes_FJ_Croatia_02_112_01_23184.corems,0.007830079,0.008148299,0.008820695
ManyFiles_MGC1903180_FTMS_Lakes_FJ_Croatia_02_112_01_23198.corems,0.008246942,0.008535102,0.009391821
ManyFiles_MGC1903181_FTMS_Lakes_FJ_Croatia_03_013_01_22886.corems,0.001858803,0.001777833,0.002211388
ManyFiles_MGC1903181_FTMS_Lakes_FJ_Croatia_03_106_01_23157.corems,0.001588388,0.001501666,0.001951946
ManyFiles_MGC1903183_FTMS_Lakes_FJ_Slovenia_01_012_01_22884.corems,0.006172081,0.00609476,0.007153114
ManyFiles_MGC1903183_FTMS_Lakes_FJ_Slovenia_01_012_01_22896.corems,0.006719322,0.006577323,0.00784788
ManyFiles_MGC1903184_FTMS_Lakes_FJ_Austria_01_120_01_22845.corems,0.003778841,0.003582059,0.004521833
ManyFiles_MGC1903184_FTMS_Lakes_FJ_Austria_01_120_01_22855.corems,0.003699747,0.003525481,0.004444367
ManyFiles_MGC1903185_FTMS_Lakes_FJ_Austria_02_122_01_22859.corems,0.004385331,0.004248882,0.005214518
ManyFiles_MGC1903185_FTMS_Lakes_FJ_Austria_02_122_01_22869.corems,0.004436023,0.004287038,0.005302111
ManyFiles_MGC1903186_FTMS_Lakes_FJ_Austria_03_002_01_22913.corems,0.005381213,0.005588823,0.006167737
ManyFiles_MGC1903186_FTMS_Lakes_FJ_Austria_03_002_01_22921.corems,0.005402269,0.005530406,0.006136948
ManyFiles_MGC1903187_FTMS_Lakes_FJ_Austria_04_113_01_22687.corems,0.004812943,0.004864804,0.005754564
ManyFiles_MGC1903187_FTMS_Lakes_FJ_Austria_04_113_01_22718.corems,0.004673248,0.004672347,0.005626012
ManyFiles_MGC1903188_FTMS_Lakes_FJ_Austria_05_021_01_22993.corems,0.00579029,0.005870873,0.006808527
ManyFiles_MGC1903188_FTMS_Lakes_FJ_Austria_05_021_01_23003.corems,0.006174843,0.006371218,0.007103864
ManyFiles_MGC1903189_FTMS_Lakes_FJ_Austria_06_121_01_22857.corems,0.004801998,0.005172887,0.005684173
ManyFiles_MGC1903189_FTMS_Lakes_FJ_Austria_06_121_01_22867.corems,0.005000685,0.005306174,0.005865597
ManyFiles_MGC1903190_FTMS_Lakes_FJ_Austria_07_103_01_22680.corems,0.002717642,0.002894936,0.003165245
ManyFiles_MGC1903191_FTMS_Lakes_FJ_Germany_01_123_01_22861.corems,0.000862468,0.00089186,0.001032958
ManyFiles_MGC1903191_FTMS_Lakes_FJ_Germany_01_123_01_22871.corems,0.000837383,0.000843911,0.001019541
ManyFiles_MGC1903193_FTMS_Lakes_FJ_Germany_03_119_01_22843.corems,0.007715953,0.006541166,0.010038413
ManyFiles_MGC1903193_FTMS_Lakes_FJ_Germany_03_119_01_22853.corems,0.007446243,0.006319118,0.009660296
ManyFiles_MGC1903194_FTMS_Lakes_FJ_Germany_04_009_01_22742.corems,0.006962515,0.005913647,0.009155399
ManyFiles_MGC1903194_FTMS_Lakes_FJ_Germany_04_021_01_22744.corems,0.012097815,0.012434472,0.014751515
ManyFiles_MGC1903195_FTMS_Lakes_FJ_Germany_05_015_01_22890.corems,0.007637316,0.006554719,0.009732263
ManyFiles_MGC1903195_FTMS_Lakes_FJ_Germany_05_015_01_22898.corems,0.006713516,0.0057464,0.008686974
ManyFiles_MGC1903196_FTMS_Lakes_FJ_Germany_06_104_01_22686.corems,0.009081575,0.007953868,0.011959585
ManyFiles_MGC1903196_FTMS_Lakes_FJ_Germany_06_104_01_22717.corems,0.009033225,0.007844581,0.011820509
ManyFiles_MGC1903196_FTMS_Lakes_FJ_Germany_06_107_01_23159.corems,0.009102085,0.007949975,0.011995399
ManyFiles_MGC1903196_FTMS_Lakes_FJ_Germany_06_107_01_23173.corems,0.009574248,0.008263915,0.012496024
ManyFiles_MGC1903197_FTMS_Lakes_FJ_Germany_07_111_01_22675.corems,0.010209393,0.009405166,0.013325935
ManyFiles_MGC1903198_FTMS_Lakes_FJ_Germany_08_017_01_22900.corems,0.012607943,0.012320895,0.016564995
ManyFiles_MGC1903198_FTMS_Lakes_FJ_Germany_08_017_01_22904.corems,0.012964305,0.012811319,0.017058394
ManyFiles_MGC1903199_FTMS_Lakes_FJ_Germany_09_018_01_22902.corems,0.01215119,0.011267742,0.015911161
ManyFiles_MGC1903199_FTMS_Lakes_FJ_Germany_09_128_01_23250.corems,0.009943058,0.009518622,0.013011256
ManyFiles_MGC1903199_FTMS_Lakes_FJ_Germany_09_128_01_23262.corems,0.00952363,0.009139026,0.01242314
ManyFiles_MGC1903200_FTMS_Lakes_FJ_Germany_10_023_01_22997.corems,0.000399245,0.000397996,0.000521449
ManyFiles_MGC1903200_FTMS_Lakes_FJ_Germany_10_023_01_23007.corems,0.00039499,0.000405534,0.000523376
ManyFiles_MGC1903200_FTMS_Lakes_FJ_Germany_10_023_01_23060.corems,0.012322934,0.01174392,0.015822445
ManyFiles_MGC1903200_FTMS_Lakes_FJ_Germany_10_120_01_23218.corems,0.000319352,0.000344779,0.000423391
ManyFiles_MGC1903200_FTMS_Lakes_FJ_Germany_10_120_01_23234.corems,0.000283324,0.000298826,0.000378821
ManyFiles_MGC1903201_FTMS_Lakes_FJ_Germany_11_008_01_22740.corems,0.000372131,0.000407056,0.000502242
ManyFiles_MGC1903202_FTMS_Lakes_FJ_Switzerland_01_005_01_22919.corems,0.005105027,0.005075036,0.005864029
ManyFiles_MGC1903202_FTMS_Lakes_FJ_Switzerland_01_005_01_22925.corems,0.005003762,0.004931405,0.00577555
ManyFiles_MGC1903203_FTMS_Lakes_FJ_Switzerland_02_127_01_22620.corems,0.001786444,0.001853151,0.00217967
ManyFiles_MGC1903204_FTMS_Lakes_FJ_Switzerland_03_011_01_22882.corems,0.002233834,0.002207077,0.002663133
ManyFiles_MGC1903204_FTMS_Lakes_FJ_Switzerland_03_011_01_22894.corems,0.003204662,0.003160496,0.003738835
ManyFiles_MGC1903204_FTMS_Lakes_FJ_Switzerland_03_105_01_23153.corems,0.003604277,0.003619118,0.00426557
ManyFiles_MGC1903205_FTMS_Lakes_FJ_Switzerland_04_003_01_22915.corems,0.004539958,0.004351389,0.005567062
ManyFiles_MGC1903205_FTMS_Lakes_FJ_Switzerland_04_003_01_22923.corems,0.004572966,0.00437979,0.005534481
ManyFiles_MGC1903206_FTMS_Lakes_FJ_France_01_119_01_22669.corems,0.00570864,0.005164019,0.00709778
ManyFiles_MGC1903207_FTMS_Lakes_FJ_France_02_001_01_22410.corems,0.001375652,0.001344935,0.001626225
ManyFiles_MGC1903207_FTMS_Lakes_FJ_France_02_001_01_22416.corems,0.00147731,0.001448641,0.001736542
ManyFiles_MGC1903207_FTMS_Lakes_FJ_France_02_118_01_23214.corems,0.00113613,0.001106735,0.001382025
ManyFiles_MGC1903207_FTMS_Lakes_FJ_France_02_118_01_23230.corems,0.001137581,0.001122515,0.001399546
ManyFiles_MGC1903208_FTMS_Lakes_FJ_France_03_012_01_22952.corems,0.00464173,0.004374179,0.005590853
ManyFiles_MGC1903208_FTMS_Lakes_FJ_France_03_012_01_22962.corems,0.00015384,0.000146728,0.000183344
ManyFiles_MGC1903209_FTMS_Lakes_FJ_France_04_017_01_22760.corems,0.001400994,0.001423564,0.00169481
ManyFiles_MGC1903209_FTMS_Lakes_FJ_France_04_138_01_23295.corems,0.004037361,0.003998741,0.004871564
ManyFiles_MGC1903209_FTMS_Lakes_FJ_France_04_138_01_23301.corems,0.00375133,0.003723665,0.004522766
ManyFiles_MGC1903210_FTMS_Lakes_FJ_France_05_019_01_22701.corems,0.000217629,0.000215299,0.000271267
ManyFiles_MGC1903211_FTMS_Lakes_FJ_France_06_028_01_22702.corems,0.003646188,0.003776663,0.004583001
ManyFiles_MGC1903212_FTMS_Lakes_FJ_France_07_007_01_22738.corems,0.008115753,0.007111805,0.010170857
ManyFiles_MGC1903213_FTMS_Lakes_FJ_Poland_01_016_01_22892.corems,0.004945395,0.00458632,0.006657392
ManyFiles_MGC1903213_FTMS_Lakes_FJ_Poland_01_126_01_23246.corems,0.004180948,0.003906753,0.005572647
ManyFiles_MGC1903213_FTMS_Lakes_FJ_Poland_01_126_01_23258.corems,0.004424982,0.004126494,0.005977049
ManyFiles_MGC1903214_FTMS_Lakes_FJ_Poland_02_005_01_22734.corems,0.00024807,0.000213095,0.000324357
ManyFiles_MGC1903215_FTMS_Lakes_FJ_Denmark_01_003_01_22729.corems,0.015254682,0.014933579,0.018897813
ManyFiles_MGC1903216_FTMS_Lakes_FJ_Sweden_01_007_01_22929.corems,0.00873419,0.009114062,0.010050725
ManyFiles_MGC1903216_FTMS_Lakes_FJ_Sweden_01_007_01_22939.corems,0.008810704,0.009129779,0.010091526
ManyFiles_MGC1903216_FTMS_Lakes_FJ_Sweden_01_125_01_23244.corems,0.013407195,0.013984791,0.015778898
ManyFiles_MGC1903216_FTMS_Lakes_FJ_Sweden_01_125_01_23256.corems,0.01340077,0.013974005,0.015724724
ManyFiles_MGC1903217_FTMS_Lakes_FJ_Sweden_02_120_01_22676.corems,0.008528581,0.008487803,0.010333121
ManyFiles_MGC1903218_FTMS_Lakes_FJ_Sweden_03_015_01_22756.corems,0.005821242,0.005766633,0.007168338
ManyFiles_MGC1903219_FTMS_Lakes_FJ_Sweden_04_002_01_22412.corems,0.014312748,0.014114325,0.017465131
ManyFiles_MGC1903219_FTMS_Lakes_FJ_Sweden_04_014_01_22956.corems,0.009139913,0.009300011,0.011310651
ManyFiles_MGC1903219_FTMS_Lakes_FJ_Sweden_04_014_01_22966.corems,0.008860072,0.009072204,0.010868833
ManyFiles_MGC1903219_FTMS_Lakes_FJ_Sweden_04_dil_014_01_23064.corems,0.015698593,0.015352952,0.018905119
ManyFiles_MGC1903219_FTMS_Lakes_FJ_Sweden_04_dil_014_01_23070.corems,0.014908562,0.014656045,0.017974407
ManyFiles_MGC1903220_FTMS_Lakes_FJ_Sweden_05_039_01_22715.corems,0.005219357,0.005242632,0.006312931
ManyFiles_MGC1903221_FTMS_Lakes_FJ_Sweden_06_006_01_22736.corems,0.005740388,0.005635944,0.006833085
ManyFiles_MGC1903223_FTMS_Lakes_FJ_Sweden_08_017_01_22975.corems,0.014071381,0.014377811,0.017116315
ManyFiles_MGC1903223_FTMS_Lakes_FJ_Sweden_08_017_01_22985.corems,0.013850809,0.014110428,0.016804076
ManyFiles_MGC1903223_FTMS_Lakes_FJ_Sweden_08_017_01_23110.corems,0.013044916,0.013181,0.015766528
ManyFiles_MGC1903223_FTMS_Lakes_FJ_Sweden_08_017_01_23124.corems,0.01341071,0.013500041,0.016320511
ManyFiles_MGC1903224_FTMS_Lakes_FJ_Sweden_09_028_01_23020.corems,0.009647862,0.009928077,0.011206892
ManyFiles_MGC1903224_FTMS_Lakes_FJ_Sweden_09_028_01_23030.corems,0.009756579,0.009963206,0.011399059
ManyFiles_MGC1903225_FTMS_Lakes_FJ_Sweden_10_021_01_22713.corems,0.009380824,0.009275285,0.011500081
ManyFiles_MGC1903226_FTMS_Lakes_FJ_Sweden_11_012_01_22712.corems,0.004036685,0.004026975,0.005030619
ManyFiles_MGC1903228_FTMS_Lakes_FJ_Sweden_13_020_01_22766.corems,0.004533077,0.004160914,0.005710925
ManyFiles_MGC1903230_FTMS_Lakes_FJ_Sweden_15_128_01_22670.corems,0.004616146,0.004611709,0.005930987
ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_019_01_22979.corems,0.008236848,0.008013479,0.010313638
ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_019_01_22989.corems,0.008310701,0.008040384,0.010468986
ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_019_01_23114.corems,0.009526008,0.009171425,0.011865899
ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_019_01_23136.corems,0.009578889,0.009223104,0.011952059
ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_111_01_23182.corems,0.009710398,0.009412007,0.012203216
ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_dill_111_01_23196.corems,0.00942618,0.009064437,0.011648587
ManyFiles_MGC1903231_FTMS_Lakes_FJ_Sweden_16_dill_111_01_23204.corems,0.008283887,0.008012409,0.010163402
ManyFiles_MGC1903232_FTMS_Lakes_FJ_Sweden_17_102_01_22674.corems,0.01205515,0.01240047,0.014972064
ManyFiles_MGC1903233_FTMS_Lakes_FJ_Sweden_18_015_01_22958.corems,0.008282309,0.008131851,0.01023854
ManyFiles_MGC1903233_FTMS_Lakes_FJ_Sweden_18_015_01_22968.corems,0.008318419,0.008163698,0.010288977
ManyFiles_MGC1903233_FTMS_Lakes_FJ_Sweden_18_015_01_23108.corems,0.009544652,0.009293422,0.011777441
ManyFiles_MGC1903233_FTMS_Lakes_FJ_Sweden_18_015_01_23122.corems,0.009636715,0.009349314,0.011906853
ManyFiles_MGC1903234_FTMS_Lakes_FJ_Sweden_182_004_01_22731.corems,0.005985281,0.005947564,0.007046429
